Longitude,Latitude,Unique Squirrel ID,Shift,Age,Color,Location,Approaches,Indifferent,Runs_from,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Moans,Tail_flags,Tail_twitches
-73.96980442,40.76970078,7I-PM-1013-06,PM,Adult,Cinnamon,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.96453903,40.78099163,20G-PM-1013-01,PM,Adult,Cinnamon,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97246185,40.77450216,11D-AM-1010-02,AM,Adult,Cinnamon,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97863103,40.76693494,1D-AM-1006-05,AM,Adult,Cinnamon,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97561052,40.7696532,5D-AM-1020-03,AM,Adult,Cinnamon,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95651517,40.7946648,37E-PM-1006-07,PM,Adult,Cinnamon,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.9691318,40.7709802,9I-AM-1014-05,AM,Adult,Cinnamon,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97269208,40.77941175,16A-PM-1019-02,PM,Adult,Cinnamon,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.95744422,40.79610465,38D-AM-1017-04,AM,Adult,Cinnamon,Ground,FALSE,not,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96190164,40.79251601,33B-PM-1010-06,PM,Adult,Cinnamon,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97554591,40.76808666,4E-AM-1020-04,AM,Adult,Cinnamon,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97819954,40.76956606,4C-PM-1010-17,PM,Adult,Cinnamon,Ground,FALSE,not,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97899713,40.77070241,5A-PM-1010-04,PM,Adult,Cinnamon,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.95226777,40.79340348,38I-AM-1019-02,AM,Adult,Cinnamon,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97718001,40.77088631,5C-PM-1010-03,PM,Adult,Cinnamon,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97002641,40.76920146,7I-PM-1013-01,PM,Juvenile,Cinnamon,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95449954,40.79497167,38F-AM-1018-01,AM,Adult,Cinnamon,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97433691,40.7675727,3F-AM-1006-11,AM,Juvenile,Cinnamon,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.9614599,40.79451813,35A-PM-1013-11,PM,Juvenile,Cinnamon,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-73.9771009,40.76887933,3D-PM-1010-06,PM,Adult,Cinnamon,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.9745969,40.77654982,12A-PM-1013-02,PM,Adult,Cinnamon,Ground,FALSE,not,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.9768097,40.77081852,5C-PM-1010-08,PM,Adult,Cinnamon,Ground,FALSE,not,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96714191,40.77586025,14G-AM-1012-01,AM,Adult,Cinnamon,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.9692661,40.78305323,21B-PM-1017-01,PM,Juvenile,Cinnamon,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96478457,40.78165738,21F-AM-1018-07,AM,Adult,Cinnamon,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97121879,40.77506402,12E-PM-1018-01,PM,Juvenile,Cinnamon,Ground,FALSE,not,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-73.96826274,40.77307667,11H-AM-1010-09,AM,Adult,Cinnamon,Ground,FALSE,not,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96972078,40.77411057,12F-AM-1020-04,AM,Adult,Cinnamon,Ground,FALSE,not,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.95658123,40.79021277,33H-AM-1019-01,AM,Adult,Cinnamon,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97292653,40.77417683,10D-AM-1008-02,AM,Adult,Cinnamon,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97478739,40.77319453,9C-PM-1006-04,PM,Adult,Cinnamon,Ground,FALSE,not,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96310055,40.78854941,28D-AM-1012-01,AM,Adult,Cinnamon,Ground,FALSE,not,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.96398014,40.77789213,18I-PM-1007-04,PM,Adult,Cinnamon,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97240833,40.77441638,11D-AM-1010-08,AM,Adult,Cinnamon,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96435382,40.79175656,31A-PM-1017-01,PM,Juvenile,Cinnamon,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97460633,40.76876542,4F-PM-1013-03,PM,Juvenile,Cinnamon,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
-73.97520792,40.7755377,11B-AM-1007-01,AM,Adult,Cinnamon,Ground,TRUE,not,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.96454374,40.78115999,21F-PM-1018-02,PM,Juvenile,Cinnamon,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97547942,40.76964045,5E-PM-1012-01,PM,Adult,Cinnamon,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95412018,40.79318117,36H-AM-1010-02,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.9674286,40.78297239,21C-PM-1006-01,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
-73.96929433,40.77695361,15E-AM-1013-01,AM,Adult,Gray,Ground,FALSE,not,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95400541,40.7952446,39G-PM-1013-06,PM,Adult,Gray,Ground,FALSE,not,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97380333,40.77118469,7E-AM-1006-02,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96431539,40.78208185,22F-PM-1014-05,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95657004,40.7902561,33H-AM-1019-02,AM,Juvenile,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96391593,40.78917746,29C-AM-1007-06,AM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.98016664,40.76869053,2B-PM-1013-01,PM,Adult,Gray,Ground,FALSE,not,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96756343,40.78134774,19D-AM-1007-01,AM,Juvenile,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95849706,40.79828863,40B-AM-1019-03,AM,Juvenile,Gray,Ground,TRUE,not,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97040828,40.7690281,6I-PM-1013-06,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97686748,40.77352326,8B-PM-1012-02,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97970849,40.76988852,3A-PM-1017-06,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.98045289,40.76967537,3A-PM-1017-05,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96447484,40.78838401,28C-PM-1006-01,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-73.97018248,40.77665306,14E-AM-1008-09,AM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
-73.97871809,40.77158779,5A-AM-1006-05,AM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
-73.9692884,40.77685537,14E-AM-1008-02,AM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95440077,40.79506897,38F-PM-1013-05,PM,Juvenile,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
-73.96346234,40.79176854,31A-PM-1017-04,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95211102,40.79784491,42G-AM-1018-03,AM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.9574809,40.79500136,37D-PM-1014-04,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95704377,40.79485094,37E-PM-1006-03,PM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.9566346,40.79739234,40D-PM-1013-01,PM,Adult,Gray,Ground,FALSE,not,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95920389,40.79638268,38B-PM-1018-02,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97125278,40.77633104,13D-AM-1014-08,AM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96711471,40.77726246,16G-AM-1010-03,AM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
-73.97462291,40.77484671,10B-PM-1014-05,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97555608,40.76629923,2F-AM-1006-05,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96647116,40.78789643,26A-PM-1006-06,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-73.95286825,40.79258078,36I-PM-1007-13,PM,Adult,Gray,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97214429,40.77007508,7G-PM-1018-03,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96613613,40.77878726,18G-PM-1013-01,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97197067,40.77208681,9F-AM-1013-04,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95326201,40.79524755,39G-AM-1018-01,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96860561,40.77816584,16E-AM-1014-03,AM,Adult,Gray,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96379469,40.79157004,31A-AM-1010-04,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.96382703,40.78104501,21G-PM-1007-02,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-73.9572192,40.79315291,35E-PM-1006-01,PM,Adult,Gray,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95976428,40.7976368,39A-PM-1014-02,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.9597206,40.79694095,38B-AM-1019-01,AM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97108659,40.77197032,9G-PM-1007-06,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95853564,40.79827379,40B-AM-1019-02,AM,Juvenile,Gray,Ground,FALSE,not,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.96180646,40.79215844,32C-PM-1013-12,PM,Adult,Gray,Ground,TRUE,not,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.96469014,40.77599587,15I-PM-1012-03,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96908283,40.78180382,19C-PM-1018-04,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97881382,40.76930018,3B-AM-1010-09,AM,Juvenile,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95376913,40.79412726,38G-PM-1020-01,PM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-73.97377736,40.76736626,3G-PM-1013-01,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96793363,40.77541866,14G-PM-1013-01,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97187291,40.77036926,7G-PM-1018-05,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95647241,40.79360555,36F-PM-1012-04,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97107602,40.7725506,10F-PM-1019-02,PM,Juvenile,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97123187,40.77730531,14D-PM-1019-04,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97612099,40.76824045,3E-PM-1008-03,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97370917,40.77137326,7E-AM-1006-03,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96384227,40.78873409,28C-PM-1006-02,PM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97314981,40.76599632,2H-AM-1006-02,AM,Adult,Gray,Ground,TRUE,not,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95278082,40.79241672,36I-AM-1017-05,AM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97535743,40.76832117,4E-PM-1008-08,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97372661,40.77863384,14A-PM-1014-01,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97670805,40.77177088,6B-PM-1017-04,PM,Adult,Gray,Ground,FALSE,not,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97602565,40.77035731,5D-AM-1020-02,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95976488,40.7903443,32E-AM-1007-01,AM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95894143,40.79070739,32E-PM-1017-04,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97798057,40.76809316,2D-PM-1012-02,PM,Adult,Gray,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97267477,40.77030227,7F-AM-1008-02,AM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96987147,40.77438147,12F-AM-1020-02,AM,Adult,Gray,Ground,FALSE,not,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96910949,40.77676039,14E-AM-1008-01,AM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.9786481,40.76973728,4B-PM-1018-03,PM,Adult,Gray,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97671916,40.77307863,8B-PM-1012-03,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96398329,40.79095324,30B-PM-1019-08,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96190702,40.79525567,35A-AM-1014-05,AM,Juvenile,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97877969,40.77075265,5A-PM-1010-01,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.95290607,40.79279097,37I-AM-1010-01,AM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96842542,40.77809016,16E-AM-1014-02,AM,Adult,Gray,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96740695,40.77725297,16F-PM-1013-02,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95969646,40.79577536,37B-AM-1018-03,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97950813,40.76914315,3B-PM-1007-03,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.95835611,40.79601446,38C-AM-1019-07,AM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.96466103,40.77905835,19H-AM-1010-05,AM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96060107,40.79172439,32D-PM-1006-09,PM,Juvenile,Gray,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.95397348,40.79560554,39G-PM-1013-04,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95406167,40.79515566,38G-PM-1020-10,PM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-73.96942888,40.78429523,22A-PM-1017-01,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95460429,40.78981337,33I-PM-1006-07,PM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97051236,40.77317238,10F-PM-1019-11,PM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96873952,40.78073645,18D-AM-1018-02,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97655956,40.77484553,10A-PM-1014-04,PM,Adult,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97449608,40.76525855,1H-AM-1012-01,AM,Adult,Gray,Ground,TRUE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.96059666,40.78898491,30E-AM-1008-01,AM,Adult,Gray,Ground,FALSE,not,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.97074711,40.77592551,13E-AM-1017-08,AM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.97610364,40.77054827,6D-PM-1020-03,PM,Juvenile,Gray,Ground,FALSE,not,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.96148244,40.79129298,32C-PM-1013-03,PM,Adult,Gray,Ground,FALSE,not,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-73.9571408,40.79319174,35E-PM-1006-02,PM,Adult,Gray,Ground,TRUE,not,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
-73.95760351,40.79661208,38C-AM-1019-01,AM,Juvenile,Gray,Ground,FALSE,not,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
