animal_id	animal_type	animal_breed	month	year	census_tract	council_district	intake_type	intake_date	outcome_type	outcome_date	chip_status	animal_origin
12744	DOG	ENG COONHOUND	JUN	2017	31708	12	OWNER SURRENDER	6/26/2017	ADOPTION	6/30/2017	SCAN CHIP	OVER THE COUNTER
12745	DOG	CHIHUAHUA SH	AUG	2017	10601	6	STRAY	8/27/2017	RETURNED TO OWNER	8/27/2017	SCAN NO CHIP	SWEEP
12746	CAT	DOMESTIC SH	AUG	2017	12500	9	OWNER SURRENDER	8/31/2017	TRANSFER	9/5/2017	SCAN NO CHIP	OVER THE COUNTER
12747	CAT	DOMESTIC SH	NOV	2016	20500	6	STRAY	11/14/2016	TRANSFER	11/16/2016	SCAN NO CHIP	OVER THE COUNTER
12748	DOG	ROTTWEILER	NOV	2016	20500	6	STRAY	11/17/2016	ADOPTION	11/28/2016	SCAN NO CHIP	OVER THE COUNTER
12749	CAT	DOMESTIC SH	OCT	2016	20500	6	STRAY	10/7/2016	EUTHANIZED	10/19/2016	SCAN NO CHIP	OVER THE COUNTER
12750	DOG	CAIRN TERRIER	MAY	2017	13622	11	STRAY	5/20/2017	TRANSFER	5/26/2017	SCAN NO CHIP	OVER THE COUNTER
12751	CAT	DOMESTIC SH	MAY	2017	3800	7	STRAY	5/24/2017	TRANSFER	5/29/2017	SCAN NO CHIP	FIELD
12752	CAT	DOMESTIC SH	SEP	2017	5300	1	STRAY	9/6/2017	TRANSFER	9/11/2017	SCAN NO CHIP	OVER THE COUNTER
12753	DOG	PIT BULL	FEB	2017	100	14	CONFISCATED	2/13/2017	RETURNED TO OWNER	2/23/2017	SCAN NO CHIP	FIELD
12754	DOG	CAIRN TERRIER	JUL	2017	20500	6	OWNER SURRENDER	7/6/2017	EUTHANIZED	7/6/2017	SCAN NO CHIP	OVER THE COUNTER
12755	WILDLIFE	SQUIRREL	MAY	2017	17605	7	WILDLIFE	5/19/2017	EUTHANIZED	5/19/2017	SCAN NO CHIP	FIELD
12756	CAT	DOMESTIC SH	JUL	2017	10102	6	STRAY	7/13/2017	TRANSFER	7/18/2017	SCAN NO CHIP	OVER THE COUNTER
12757	DOG	LABRADOR RETR	DEC	2016	16520	3	STRAY	12/21/2016	EUTHANIZED	12/30/2016	SCAN NO CHIP	FIELD
12758	DOG	ALASKAN HUSKY	AUG	2017	12204	7	STRAY	8/30/2017	TRANSFER	9/3/2017	SCAN NO CHIP	FIELD
12759	DOG	LABRADOR RETR	APR	2017	3101	2	STRAY	4/18/2017	ADOPTION	4/29/2017	SCAN NO CHIP	FIELD
12760	DOG	LABRADOR RETR	NOV	2016	17004	8	STRAY	11/29/2016	ADOPTION	12/17/2016	SCAN CHIP	FIELD
12761	DOG	STAFFORDSHIRE	OCT	2016	10703	6	OWNER SURRENDER	10/5/2016	ADOPTION	10/12/2016	SCAN CHIP	OVER THE COUNTER
12762	DOG	ENG FOXHOUND	NOV	2016	11601	8	STRAY	11/6/2016	ADOPTION	11/17/2016	SCAN NO CHIP	FIELD
12763	DOG	GERM SHEPHERD	JUN	2017	11900	5	OWNER SURRENDER	6/25/2017	EUTHANIZED	6/26/2017	SCAN NO CHIP	FIELD
12764	DOG	LABRADOR RETR	FEB	2017	17605	7	STRAY	2/13/2017	ADOPTION	2/18/2017	SCAN NO CHIP	OVER THE COUNTER
12765	DOG	LABRADOR RETR	AUG	2017	5300	1	OWNER SURRENDER	8/23/2017	EUTHANIZED	8/23/2017	SCAN NO CHIP	FIELD
12766	DOG	GERM SHEPHERD	DEC	2016	9103	5	STRAY	12/2/2016	RETURNED TO OWNER	12/5/2016	SCAN NO CHIP	FIELD
12767	CAT	DOMESTIC SH	APR	2017	4800	1	STRAY	4/17/2017	FOSTER	4/17/2017	SCAN NO CHIP	FIELD
12768	DOG	LABRADOR RETR	JUN	2017	8704	4	STRAY	6/14/2017	EUTHANIZED	6/18/2017	SCAN NO CHIP	FIELD
12769	DOG	SHETLD SHEEPDOG	DEC	2016	NA	NA	LOST REPORT	12/31/2016	LOST REPORT	1/21/2017	SCAN NO CHIP	OVER THE COUNTER
12770	DOG	LABRADOR RETR	MAR	2017	601	13	OWNER SURRENDER	3/17/2017	TRANSFER	3/24/2017	SCAN NO CHIP	OVER THE COUNTER
12771	DOG	GERM SHEPHERD	SEP	2017	10904	3	OWNER SURRENDER	9/26/2017	EUTHANIZED	10/4/2017	SCAN CHIP	OVER THE COUNTER
12772	DOG	LABRADOR RETR	DEC	2016	2500	2	STRAY	12/23/2016	EUTHANIZED	12/28/2016	SCAN NO CHIP	FIELD
12773	DOG	LABRADOR RETR	OCT	2016	20500	6	STRAY	10/23/2016	ADOPTION	10/27/2016	SCAN NO CHIP	OVER THE COUNTER
12774	DOG	BLACK MOUTH CUR	JUN	2017	5200	1	OWNER SURRENDER	6/1/2017	ADOPTION	6/6/2017	SCAN NO CHIP	FIELD
12775	DOG	CHIHUAHUA SH	JAN	2017	3800	7	CONFISCATED	1/19/2017	TRANSFER	2/8/2017	SCAN NO CHIP	FIELD
12776	CAT	DOMESTIC SH	JUN	2017	4300	6	STRAY	6/23/2017	EUTHANIZED	6/25/2017	UNABLE TO SCAN	OVER THE COUNTER
12777	DOG	PIT BULL	OCT	2016	8400	5	STRAY	10/7/2016	EUTHANIZED	10/27/2016	SCAN CHIP	FIELD
12778	DOG	LABRADOR RETR	JAN	2017	11200	3	STRAY	1/30/2017	ADOPTION	2/3/2017	SCAN NO CHIP	FIELD
12779	CAT	DOMESTIC SH	APR	2017	8801	4	STRAY	4/21/2017	EUTHANIZED	4/22/2017	SCAN NO CHIP	FIELD
12780	CAT	DOMESTIC SH	AUG	2017	10704	3	OWNER SURRENDER	8/15/2017	ADOPTION	8/19/2017	SCAN NO CHIP	OVER THE COUNTER
12781	DOG	AM PIT BULL TER	SEP	2017	5901	4	STRAY	9/9/2017	EUTHANIZED	9/13/2017	SCAN NO CHIP	FIELD
12782	CAT	DOMESTIC SH	OCT	2016	2000	1	OWNER SURRENDER	10/18/2016	EUTHANIZED	11/6/2016	SCAN NO CHIP	FIELD
12783	CAT	DOMESTIC MH	JUN	2017	10000	2	STRAY	6/26/2017	TRANSFER	7/3/2017	SCAN NO CHIP	OVER THE COUNTER
12784	DOG	LABRADOR RETR	SEP	2017	11900	5	STRAY	9/17/2017	TRANSFER	10/5/2017	SCAN NO CHIP	FIELD
12785	DOG	AMER BULLDOG	DEC	2016	12603	9	OWNER SURRENDER	12/22/2016	ADOPTION	12/26/2016	SCAN NO CHIP	FIELD
12786	DOG	DACHSHUND	NOV	2016	11800	5	STRAY	11/21/2016	RETURNED TO OWNER	11/21/2016	SCAN NO CHIP	FIELD
12787	DOG	GERM SHEPHERD	MAR	2017	9105	5	OWNER SURRENDER	3/29/2017	ADOPTION	4/14/2017	SCAN NO CHIP	OVER THE COUNTER
12788	DOG	CHIHUAHUA SH	JUN	2017	6502	1	OWNER SURRENDER	6/7/2017	EUTHANIZED	6/7/2017	SCAN NO CHIP	OVER THE COUNTER
12789	CAT	DOMESTIC SH	JAN	2017	31720	12	CONFISCATED	1/18/2017	TRANSFER	2/3/2017	SCAN CHIP	FIELD
12790	DOG	ROTTWEILER	APR	2017	11900	5	STRAY	4/20/2017	EUTHANIZED	4/20/2017	SCAN NO CHIP	FIELD
12791	DOG	AMERICAN STAFF	MAY	2017	18124	9	STRAY	5/23/2017	ADOPTION	5/30/2017	SCAN NO CHIP	OVER THE COUNTER
12792	CAT	DOMESTIC SH	OCT	2016	10904	8	STRAY	10/12/2016	EUTHANIZED	10/13/2016	SCAN NO CHIP	FIELD
12793	DOG	CHIHUAHUA SH	FEB	2017	9701	13	OWNER SURRENDER	2/19/2017	EUTHANIZED	2/23/2017	SCAN NO CHIP	OVER THE COUNTER
12794	CAT	DOMESTIC SH	OCT	2016	19018	10	OWNER SURRENDER	10/13/2016	EUTHANIZED	10/14/2016	SCAN NO CHIP	OVER THE COUNTER
12795	DOG	CHIHUAHUA SH	MAY	2017	6402	1	STRAY	5/6/2017	RETURNED TO OWNER	5/6/2017	SCAN NO CHIP	SWEEP
12796	DOG	PIT BULL	FEB	2017	300	14	LOST REPORT	2/1/2017	LOST REPORT	2/13/2017	SCAN NO CHIP	NA
12797	CAT	DOMESTIC SH	APR	2017	6200	4	OWNER SURRENDER	4/12/2017	EUTHANIZED	4/12/2017	SCAN NO CHIP	FIELD
12798	DOG	PIT BULL	DEC	2016	8703	4	STRAY	12/10/2016	TRANSFER	12/14/2016	SCAN NO CHIP	FIELD
12799	DOG	PIT BULL	JUL	2017	3800	7	STRAY	7/19/2017	EUTHANIZED	7/23/2017	SCAN NO CHIP	FIELD
12800	DOG	GREAT DANE	APR	2017	404	2	STRAY	4/9/2017	ADOPTION	4/14/2017	SCAN NO CHIP	OVER THE COUNTER
12801	DOG	BORDER COLLIE	JUN	2017	75228	28	LOST REPORT	6/28/2017	LOST REPORT	6/29/2017	UNABLE TO SCAN	OVER THE COUNTER
12802	DOG	AUST SHEPHERD	NOV	2016	11602	8	STRAY	11/5/2016	ADOPTION	11/6/2016	SCAN NO CHIP	FIELD
12803	CAT	DOMESTIC SH	JUN	2017	12209	9	STRAY	6/28/2017	EUTHANIZED	6/28/2017	SCAN NO CHIP	FIELD
12804	CAT	DOMESTIC SH	NOV	2016	7801	13	STRAY	11/12/2016	ADOPTION	11/16/2016	SCAN NO CHIP	OVER THE COUNTER
12805	DOG	CHIHUAHUA SH	AUG	2017	10601	6	STRAY	8/16/2017	ADOPTION	8/21/2017	SCAN NO CHIP	SWEEP
12806	DOG	GERM SHEPHERD	SEP	2017	10904	3	STRAY	9/30/2017	TRANSFER	10/4/2017	SCAN NO CHIP	OVER THE COUNTER
12807	DOG	CHIHUAHUA SH	JAN	2017	800	2	OWNER SURRENDER	1/10/2017	ADOPTION	1/12/2017	SCAN NO CHIP	FIELD
12808	DOG	PIT BULL	AUG	2017	900	2	STRAY	8/4/2017	RETURNED TO OWNER	8/8/2017	UNABLE TO SCAN	FIELD
12809	CAT	DOMESTIC LH	OCT	2016	6001	4	STRAY	10/19/2016	TRANSFER	10/24/2016	SCAN NO CHIP	FIELD
12810	DOG	PIT BULL	MAY	2017	10601	6	STRAY	5/10/2017	ADOPTION	5/20/2017	SCAN NO CHIP	FIELD
12811	DOG	LABRADOR RETR	FEB	2017	10804	1	OWNER SURRENDER	2/17/2017	ADOPTION	2/19/2017	SCAN NO CHIP	OVER THE COUNTER
12812	CAT	DOMESTIC SH	OCT	2016	31709	12	FOSTER	10/20/2016	DIED	10/20/2016	SCAN NO CHIP	OVER THE COUNTER
12813	DOG	BORDER COLLIE	DEC	2016	20500	6	STRAY	12/30/2016	ADOPTION	1/8/2017	SCAN NO CHIP	OVER THE COUNTER
12814	WILDLIFE	OPOSSUM	AUG	2017	31711	12	WILDLIFE	8/23/2017	WILDLIFE	8/23/2017	SCAN NO CHIP	FIELD
12815	DOG	RHOD RIDGEBACK	MAY	2017	7913	14	OWNER SURRENDER	5/28/2017	ADOPTION	5/30/2017	SCAN NO CHIP	OVER THE COUNTER
12816	DOG	BOXER	SEP	2017	5901	4	STRAY	9/4/2017	TRANSFER	9/12/2017	SCAN NO CHIP	FIELD
12817	DOG	GERM SHEPHERD	DEC	2016	5300	1	STRAY	12/27/2016	EUTHANIZED	1/13/2017	SCAN NO CHIP	OVER THE COUNTER
12818	DOG	CHIHUAHUA SH	OCT	2016	75206	6	FOUND REPORT	10/6/2016	FOUND REPORT	10/12/2016	UNABLE TO SCAN	OVER THE COUNTER
12819	CAT	DOMESTIC SH	JAN	2017	2500	2	OWNER SURRENDER	1/18/2017	EUTHANIZED	1/18/2017	SCAN NO CHIP	OVER THE COUNTER
12820	DOG	GERM SHEPHERD	JUN	2017	6200	4	STRAY	6/28/2017	EUTHANIZED	7/2/2017	SCAN NO CHIP	SWEEP
12821	CAT	DOMESTIC SH	JUN	2017	13623	11	OWNER SURRENDER	6/3/2017	TRANSFER	6/13/2017	SCAN NO CHIP	OVER THE COUNTER
12822	CAT	DOMESTIC SH	APR	2017	20500	6	FOSTER	4/25/2017	TRANSFER	4/25/2017	SCAN NO CHIP	OVER THE COUNTER
12823	DOG	PEKINGESE	NOV	2016	3901	7	STRAY	11/23/2016	ADOPTION	11/28/2016	SCAN NO CHIP	OVER THE COUNTER
12824	DOG	AKITA	MAR	2017	4800	1	OWNER SURRENDER	3/20/2017	EUTHANIZED	3/20/2017	SCAN NO CHIP	OVER THE COUNTER
12825	CAT	DOMESTIC SH	JUL	2017	6301	4	STRAY	7/28/2017	ADOPTION	8/8/2017	SCAN NO CHIP	OVER THE COUNTER
12826	DOG	PIT BULL	MAR	2017	10500	6	STRAY	3/20/2017	TRANSFER	3/28/2017	SCAN NO CHIP	FIELD
12827	DOG	LABRADOR RETR	OCT	2016	20500	6	STRAY	10/6/2016	ADOPTION	10/14/2016	SCAN NO CHIP	OVER THE COUNTER
12828	DOG	CHIHUAHUA SH	FEB	2017	20500	6	STRAY	2/13/2017	TRANSFER	2/17/2017	SCAN NO CHIP	OVER THE COUNTER
12829	DOG	PIT BULL	NOV	2016	9607	13	STRAY	11/13/2016	RETURNED TO OWNER	11/15/2016	SCAN NO CHIP	FIELD
12830	DOG	BEAGLE	FEB	2017	8200	9	STRAY	2/5/2017	RETURNED TO OWNER	2/5/2017	SCAN CHIP	FIELD
12831	DOG	BORDER COLLIE	JAN	2017	20500	6	OWNER SURRENDER	1/23/2017	ADOPTION	1/28/2017	SCAN CHIP	OVER THE COUNTER
12832	CAT	DOMESTIC SH	SEP	2017	6301	4	LOST REPORT	9/25/2017	LOST REPORT	10/6/2017	UNABLE TO SCAN	OVER THE COUNTER
12833	DOG	BASSET HOUND	OCT	2016	75244	44	FOUND REPORT	10/5/2016	FOUND REPORT	10/5/2016	UNABLE TO SCAN	OVER THE COUNTER
12834	DOG	PIT BULL	DEC	2016	12500	9	STRAY	12/30/2016	ADOPTION	1/27/2017	SCAN NO CHIP	FIELD
12835	DOG	CHIHUAHUA SH	MAY	2017	8802	4	OWNER SURRENDER	5/1/2017	TRANSFER	5/3/2017	SCAN CHIP	OVER THE COUNTER
12836	CAT	DOMESTIC SH	OCT	2016	11103	3	STRAY	10/20/2016	EUTHANIZED	10/20/2016	SCAN NO CHIP	FIELD
12837	DOG	COLLIE ROUGH	FEB	2017	11401	8	STRAY	2/8/2017	ADOPTION	2/14/2017	SCAN NO CHIP	SWEEP
12838	DOG	PIT BULL	MAR	2017	4201	1	STRAY	3/3/2017	RETURNED TO OWNER	3/6/2017	SCAN CHIP	OVER THE COUNTER
12839	DOG	PIT BULL	MAR	2017	7102	2	STRAY	3/28/2017	RETURNED TO OWNER	3/29/2017	SCAN CHIP	FIELD
12840	DOG	PIT BULL	MAY	2017	8704	4	STRAY	5/23/2017	ADOPTION	6/2/2017	SCAN NO CHIP	SWEEP
12841	DOG	YORKSHIRE TERR	FEB	2017	9202	5	STRAY	2/1/2017	RETURNED TO OWNER	2/2/2017	SCAN NO CHIP	SWEEP
12842	CAT	DOMESTIC SH	JUN	2017	12900	9	STRAY	6/10/2017	EUTHANIZED	6/10/2017	SCAN NO CHIP	OVER THE COUNTER
12843	DOG	ROTTWEILER	MAR	2017	4300	6	OWNER SURRENDER	3/8/2017	EUTHANIZED	3/8/2017	SCAN CHIP	OVER THE COUNTER
12844	CAT	DOMESTIC SH	SEP	2017	13008	10	OWNER SURRENDER	9/12/2017	EUTHANIZED	9/13/2017	SCAN NO CHIP	FIELD
12845	CAT	DOMESTIC SH	MAR	2017	9804	6	OWNER SURRENDER	3/16/2017	FOSTER	3/17/2017	SCAN NO CHIP	OVER THE COUNTER
12846	DOG	PIT BULL	FEB	2017	4500	1	STRAY	2/11/2017	RETURNED TO OWNER	2/13/2017	SCAN NO CHIP	FIELD
12847	DOG	CHIHUAHUA SH	JUN	2017	11900	5	OWNER SURRENDER	6/13/2017	ADOPTION	6/23/2017	SCAN NO CHIP	OVER THE COUNTER
12848	DOG	SCHNAUZER MIN	AUG	2017	10801	3	STRAY	8/8/2017	RETURNED TO OWNER	8/8/2017	SCAN NO CHIP	SWEEP
12849	DOG	AUST CATTLE DOG	AUG	2017	21636	12	OWNER SURRENDER	8/12/2017	ADOPTION	8/19/2017	SCAN CHIP	OVER THE COUNTER
12850	DOG	COLLIE SMOOTH	JUL	2017	7906	13	STRAY	7/27/2017	ADOPTION	8/3/2017	SCAN NO CHIP	OVER THE COUNTER
12851	DOG	PIT BULL	DEC	2016	12301	7	OWNER SURRENDER	12/31/2016	EUTHANIZED	12/31/2016	SCAN NO CHIP	OVER THE COUNTER
12852	DOG	PIT BULL	MAR	2017	11602	8	STRAY	3/29/2017	ADOPTION	4/4/2017	SCAN NO CHIP	SWEEP
12853	DOG	PIT BULL	JUN	2017	9101	5	STRAY	6/5/2017	EUTHANIZED	6/9/2017	SCAN NO CHIP	OVER THE COUNTER
12854	CAT	DOMESTIC SH	OCT	2016	6502	1	OWNER SURRENDER	10/20/2016	EUTHANIZED	10/20/2016	SCAN NO CHIP	OVER THE COUNTER
12855	DOG	LHASA APSO	SEP	2017	11602	8	STRAY	9/30/2017	RETURNED TO OWNER	9/30/2017	UNABLE TO SCAN	SWEEP
12856	DOG	LABRADOR RETR	FEB	2017	11701	5	STRAY	2/27/2017	EUTHANIZED	3/9/2017	SCAN NO CHIP	FIELD
12857	CAT	DOMESTIC SH	MAY	2017	1503	2	STRAY	5/3/2017	TRANSFER	5/5/2017	SCAN NO CHIP	OVER THE COUNTER
12858	DOG	BEAGLE	OCT	2016	11002	4	OWNER SURRENDER	10/2/2016	ADOPTION	10/4/2016	SCAN NO CHIP	OVER THE COUNTER
12859	DOG	BORDER TERRIER	JAN	2017	6502	1	STRAY	1/22/2017	RETURNED TO OWNER	1/23/2017	SCAN NO CHIP	FIELD
12860	DOG	CHIHUAHUA SH	NOV	2016	20500	6	OWNER SURRENDER	11/16/2016	TRANSFER	11/16/2016	SCAN NO CHIP	OVER THE COUNTER
12861	WILDLIFE	OPOSSUM	APR	2017	12800	9	WILDLIFE	4/29/2017	WILDLIFE	4/29/2017	SCAN NO CHIP	FIELD
12862	DOG	CAIRN TERRIER	MAY	2017	5901	4	STRAY	5/31/2017	ADOPTION	6/6/2017	SCAN NO CHIP	FIELD
12863	CAT	DOMESTIC SH	JAN	2017	19208	11	STRAY	1/4/2017	ADOPTION	1/9/2017	SCAN NO CHIP	FIELD
12864	DOG	BORDER COLLIE	JAN	2017	11001	3	STRAY	1/8/2017	TRANSFER	1/12/2017	SCAN NO CHIP	FIELD
12865	DOG	CHIHUAHUA LH	FEB	2017	17004	8	STRAY	2/10/2017	ADOPTION	2/14/2017	SCAN NO CHIP	OVER THE COUNTER
12866	DOG	SC WHEAT TERR	SEP	2017	5300	1	OWNER SURRENDER	9/16/2017	TRANSFER	9/22/2017	SCAN NO CHIP	OVER THE COUNTER
12867	DOG	CHIHUAHUA SH	DEC	2016	20500	6	STRAY	12/28/2016	ADOPTION	1/3/2017	SCAN NO CHIP	FIELD
12868	CAT	DOMESTIC SH	JUN	2017	5700	4	OWNER SURRENDER	6/10/2017	EUTHANIZED	6/10/2017	SCAN NO CHIP	OVER THE COUNTER
12869	DOG	SHIH TZU	JUN	2017	5400	4	STRAY	6/27/2017	RETURNED TO OWNER	6/27/2017	SCAN NO CHIP	SWEEP
12870	DOG	ALASKAN HUSKY	JUN	2017	4400	1	STRAY	6/15/2017	TRANSFER	6/19/2017	SCAN NO CHIP	OVER THE COUNTER
12871	CAT	DOMESTIC MH	JUL	2017	2500	2	STRAY	7/30/2017	ADOPTION	8/29/2017	SCAN NO CHIP	OVER THE COUNTER
12872	DOG	LABRADOR RETR	OCT	2016	16520	3	STRAY	10/6/2016	ADOPTION	10/27/2016	SCAN CHIP	FIELD
12873	CAT	DOMESTIC SH	MAY	2017	6501	1	STRAY	5/16/2017	FOSTER	5/22/2017	SCAN NO CHIP	OVER THE COUNTER
12874	DOG	AUST CATTLE DOG	MAR	2017	20500	6	OWNER SURRENDER	3/7/2017	ADOPTION	3/9/2017	SCAN CHIP	OVER THE COUNTER
12875	DOG	AUST SHEPHERD	MAY	2017	9104	5	OWNER SURRENDER	5/4/2017	ADOPTION	5/8/2017	SCAN NO CHIP	FIELD
12876	DOG	LABRADOR RETR	JAN	2017	5200	1	STRAY	1/20/2017	RETURNED TO OWNER	1/21/2017	SCAN NO CHIP	FIELD
12877	CAT	DOMESTIC SH	MAY	2017	8703	4	STRAY	5/24/2017	FOSTER	5/24/2017	SCAN NO CHIP	OVER THE COUNTER
12878	DOG	GERM SHEPHERD	MAR	2017	406	2	STRAY	3/7/2017	RETURNED TO OWNER	3/13/2017	SCAN NO CHIP	FIELD
12879	DOG	CHIHUAHUA SH	OCT	2016	4700	1	OWNER SURRENDER	10/22/2016	ADOPTION	11/4/2016	SCAN NO CHIP	OVER THE COUNTER
12880	CAT	DOMESTIC SH	JUN	2017	9803	6	OWNER SURRENDER	6/18/2017	TRANSFER	7/3/2017	SCAN NO CHIP	OVER THE COUNTER
12881	DOG	CATAHOULA	NOV	2016	5300	1	STRAY	11/24/2016	DEAD ON ARRIVAL	11/24/2016	SCAN CHIP	OVER THE COUNTER
12882	DOG	CAIRN TERRIER	SEP	2017	8604	4	OWNER SURRENDER	9/7/2017	ADOPTION	9/15/2017	SCAN NO CHIP	FIELD
12883	DOG	PIT BULL	FEB	2017	16701	8	STRAY	2/28/2017	ADOPTION	3/24/2017	SCAN NO CHIP	FIELD
12884	DOG	BEAGLE	JAN	2017	9000	5	STRAY	1/15/2017	TRANSFER	1/19/2017	SCAN NO CHIP	FIELD
12885	DOG	GOLDEN RETR	FEB	2017	4300	6	STRAY	2/3/2017	ADOPTION	2/12/2017	SCAN NO CHIP	FIELD
12886	CAT	DOMESTIC SH	APR	2017	10101	6	STRAY	4/18/2017	ADOPTION	4/30/2017	SCAN NO CHIP	OVER THE COUNTER
12887	DOG	LABRADOR RETR	MAR	2017	8603	4	OWNER SURRENDER	3/16/2017	ADOPTION	3/18/2017	SCAN NO CHIP	SWEEP
12888	DOG	BLACK MOUTH CUR	DEC	2016	17101	8	OWNER SURRENDER	12/1/2016	ADOPTION	12/3/2016	SCAN NO CHIP	OVER THE COUNTER
12889	DOG	CHIHUAHUA SH	JUN	2017	9202	5	STRAY	6/4/2017	ADOPTION	6/17/2017	SCAN CHIP	SWEEP
12890	BIRD	CHICKEN	NOV	2016	20500	6	OWNER SURRENDER	11/8/2016	TRANSFER	11/8/2016	SCAN NO CHIP	OVER THE COUNTER
12891	CAT	DOMESTIC SH	OCT	2016	9202	5	OWNER SURRENDER	10/18/2016	EUTHANIZED	10/18/2016	SCAN NO CHIP	OVER THE COUNTER
12892	DOG	CHIHUAHUA SH	JUL	2017	9101	5	STRAY	7/29/2017	TRANSFER	8/2/2017	SCAN NO CHIP	FIELD
12893	CAT	SIAMESE	APR	2017	13606	11	STRAY	4/27/2017	RETURNED TO OWNER	5/7/2017	SCAN CHIP	FIELD
12894	CAT	DOMESTIC SH	SEP	2017	10601	6	STRAY	9/27/2017	TRANSFER	10/1/2017	SCAN NO CHIP	FIELD
12895	DOG	GERM SHEPHERD	FEB	2017	5902	4	OWNER SURRENDER	2/21/2017	TRANSFER	2/22/2017	SCAN NO CHIP	FIELD
12896	CAT	DOMESTIC SH	AUG	2017	10703	6	OWNER SURRENDER	8/13/2017	ADOPTION	8/19/2017	SCAN NO CHIP	OVER THE COUNTER
12897	DOG	LABRADOR RETR	JUN	2017	75230	30	FOUND REPORT	6/27/2017	FOUND REPORT	6/28/2017	UNABLE TO SCAN	OVER THE COUNTER
12898	CAT	DOMESTIC SH	MAY	2017	11602	8	STRAY	5/22/2017	EUTHANIZED	5/22/2017	SCAN NO CHIP	FIELD
12899	DOG	CHIHUAHUA SH	MAR	2017	5300	1	STRAY	3/20/2017	RETURNED TO OWNER	3/20/2017	SCAN NO CHIP	SWEEP
12900	DOG	YORKSHIRE TERR	DEC	2016	NA	NA	FOUND REPORT	12/30/2016	FOUND REPORT	1/21/2017	SCAN NO CHIP	OVER THE COUNTER
12901	DOG	LABRADOR RETR	MAY	2017	5901	4	STRAY	5/2/2017	ADOPTION	5/8/2017	SCAN NO CHIP	FIELD
12902	CAT	DOMESTIC SH	OCT	2016	6502	1	STRAY	10/17/2016	EUTHANIZED	10/24/2016	SCAN NO CHIP	OVER THE COUNTER
12903	DOG	LABRADOR RETR	APR	2017	8801	4	OWNER SURRENDER	4/17/2017	EUTHANIZED	4/22/2017	SCAN CHIP	FIELD
12904	DOG	DACHSHUND	MAY	2017	11900	5	STRAY	5/9/2017	RETURNED TO OWNER	5/9/2017	SCAN NO CHIP	SWEEP
12905	CAT	DOMESTIC SH	JUL	2017	10000	6	STRAY	7/14/2017	TRANSFER	7/17/2017	UNABLE TO SCAN	OVER THE COUNTER
12906	DOG	GERM SHEPHERD	AUG	2017	10803	3	STRAY	8/9/2017	ADOPTION	8/13/2017	SCAN NO CHIP	FIELD
12907	DOG	LABRADOR RETR	MAR	2017	20500	6	STRAY	3/17/2017	ADOPTION	3/21/2017	SCAN NO CHIP	OVER THE COUNTER
12908	DOG	CHIHUAHUA SH	DEC	2016	17001	8	STRAY	12/7/2016	ADOPTION	12/19/2016	SCAN NO CHIP	SWEEP
12909	CAT	DOMESTIC SH	JUL	2017	19212	11	STRAY	7/15/2017	EUTHANIZED	7/19/2017	SCAN NO CHIP	OVER THE COUNTER
12910	DOG	GERM SHEPHERD	OCT	2016	17101	8	STRAY	10/18/2016	RETURNED TO OWNER	10/21/2016	SCAN NO CHIP	FIELD
12911	DOG	PIT BULL	NOV	2016	8400	5	OWNER SURRENDER	11/9/2016	EUTHANIZED	11/9/2016	SCAN NO CHIP	OVER THE COUNTER
12912	DOG	GERM SHEPHERD	MAY	2017	75208	8	FOUND REPORT	5/24/2017	FOUND REPORT	6/5/2017	UNABLE TO SCAN	OVER THE COUNTER
12913	DOG	WELSH CORGI CAR	JUN	2017	9802	2	STRAY	6/27/2017	TRANSFER	7/6/2017	SCAN NO CHIP	OVER THE COUNTER
12914	DOG	PIT BULL	MAR	2017	5902	4	OWNER SURRENDER	3/29/2017	TRANSFER	4/1/2017	SCAN NO CHIP	FIELD
12915	CAT	DOMESTIC SH	SEP	2017	9301	5	OWNER SURRENDER	9/26/2017	OTHER	NA	SCAN NO CHIP	OVER THE COUNTER
12916	DOG	PIT BULL	DEC	2016	11401	8	STRAY	12/29/2016	ADOPTION	2/9/2017	SCAN NO CHIP	FIELD
12917	CAT	DOMESTIC SH	MAR	2017	21636	12	STRAY	3/20/2017	TRANSFER	3/27/2017	SCAN NO CHIP	OVER THE COUNTER
12918	DOG	BOXER	JUL	2017	13618	12	CONFISCATED	7/16/2017	ADOPTION	7/17/2017	SCAN NO CHIP	OVER THE COUNTER
12919	DOG	SHIH TZU	DEC	2016	31711	12	OWNER SURRENDER	12/26/2016	FOSTER	12/29/2016	SCAN NO CHIP	OVER THE COUNTER
12920	DOG	PIT BULL	JAN	2017	3700	7	STRAY	1/4/2017	EUTHANIZED	1/15/2017	SCAN NO CHIP	FIELD
12921	CAT	DOMESTIC LH	DEC	2016	31708	12	OWNER SURRENDER	12/31/2016	EUTHANIZED	12/31/2016	UNABLE TO SCAN	OVER THE COUNTER
12922	DOG	AMERICAN STAFF	DEC	2016	9401	6	STRAY	12/17/2016	ADOPTION	12/21/2016	SCAN NO CHIP	FIELD
12923	DOG	POODLE MIN	MAR	2017	11103	3	STRAY	3/9/2017	ADOPTION	3/20/2017	SCAN NO CHIP	SWEEP
12924	DOG	SCHNAUZER MIN	APR	2017	75209	9	LOST REPORT	4/24/2017	LOST REPORT	4/25/2017	UNABLE TO SCAN	OVER THE COUNTER
