date,month,day,year,time,weekday,power,temperature
1-Jun-10,June,1,2010,9:00,weekday,10859.0231,73.58
1-Jun-10,June,1,2010,10:00,weekday,11750.15184,73.58
1-Jun-10,June,1,2010,11:00,weekday,12645.00556,73.58
1-Jun-10,June,1,2010,12:00,weekday,13422.53047,78.98
1-Jun-10,June,1,2010,13:00,weekday,14135.8331,80.78
1-Jun-10,June,1,2010,14:00,weekday,14800.21429,82.58
1-Jun-10,June,1,2010,15:00,weekday,15307.33522,84.38
1-Jun-10,June,1,2010,16:00,weekday,15693.68363,89.78
1-Jun-10,June,1,2010,17:00,weekday,15854.37622,89.78
1-Jun-10,June,1,2010,18:00,weekday,15684.83647,91.58
2-Jun-10,June,2,2010,9:00,weekday,11102.75022,75.38
2-Jun-10,June,2,2010,10:00,weekday,12030.36546,73.58
2-Jun-10,June,2,2010,11:00,weekday,12896.24636,75.38
2-Jun-10,June,2,2010,12:00,weekday,13719.10135,77.18
2-Jun-10,June,2,2010,13:00,weekday,14483.91543,82.58
2-Jun-10,June,2,2010,14:00,weekday,15138.51891,82.58
2-Jun-10,June,2,2010,15:00,weekday,15462.2369,87.98
2-Jun-10,June,2,2010,16:00,weekday,15409.48915,87.98
2-Jun-10,June,2,2010,17:00,weekday,15196.77893,89.78
2-Jun-10,June,2,2010,18:00,weekday,14759.31044,89.78
3-Jun-10,June,3,2010,9:00,weekday,9922.188651,71.33
3-Jun-10,June,3,2010,10:00,weekday,10437.65538,71.78
3-Jun-10,June,3,2010,11:00,weekday,10973.10561,71.78
3-Jun-10,June,3,2010,12:00,weekday,11412.20145,71.78
3-Jun-10,June,3,2010,13:00,weekday,11680.78763,72.68
3-Jun-10,June,3,2010,14:00,weekday,11828.74358,73.58
3-Jun-10,June,3,2010,15:00,weekday,11924.56003,75.38
3-Jun-10,June,3,2010,16:00,weekday,12021.94669,78.08
3-Jun-10,June,3,2010,17:00,weekday,11970.67236,80.78
3-Jun-10,June,3,2010,18:00,weekday,11855.19425,78.98
4-Jun-10,June,4,2010,9:00,weekday,9806.93946,71.78
4-Jun-10,June,4,2010,10:00,weekday,10493.33327,71.78
4-Jun-10,June,4,2010,11:00,weekday,11175.37841,71.78
4-Jun-10,June,4,2010,12:00,weekday,11908.33808,71.78
4-Jun-10,June,4,2010,13:00,weekday,12552.66658,73.58
4-Jun-10,June,4,2010,14:00,weekday,13204.61343,75.38
4-Jun-10,June,4,2010,15:00,weekday,13780.87734,78.08
4-Jun-10,June,4,2010,16:00,weekday,14255.50875,82.58
4-Jun-10,June,4,2010,17:00,weekday,14511.11346,86.18
4-Jun-10,June,4,2010,18:00,weekday,14403.58675,87.98
5-Jun-10,June,5,2010,9:00,weekend,10048.9816,75.38
5-Jun-10,June,5,2010,10:00,weekend,11128.78197,75.38
5-Jun-10,June,5,2010,11:00,weekend,12203.09987,75.38
5-Jun-10,June,5,2010,12:00,weekend,13111.45362,77.18
5-Jun-10,June,5,2010,13:00,weekend,13817.61633,80.78
5-Jun-10,June,5,2010,14:00,weekend,14323.18692,82.58
5-Jun-10,June,5,2010,15:00,weekend,14591.92603,86.18
5-Jun-10,June,5,2010,16:00,weekend,14686.57596,87.98
5-Jun-10,June,5,2010,17:00,weekend,14633.25054,89.78
5-Jun-10,June,5,2010,18:00,weekend,14301.299,89.78
6-Jun-10,June,6,2010,9:00,weekend,10022.32468,80.78
6-Jun-10,June,6,2010,10:00,weekend,11065.15266,80.78
6-Jun-10,June,6,2010,11:00,weekend,12259.34938,79.88
6-Jun-10,June,6,2010,12:00,weekend,13313.27256,80.78
6-Jun-10,June,6,2010,13:00,weekend,14209.5832,82.58
6-Jun-10,June,6,2010,14:00,weekend,14781.41465,86.18
6-Jun-10,June,6,2010,15:00,weekend,15122.96591,87.98
6-Jun-10,June,6,2010,16:00,weekend,15286.56772,89.78
6-Jun-10,June,6,2010,17:00,weekend,15184.25693,89.78
6-Jun-10,June,6,2010,18:00,weekend,14556.26355,91.58
7-Jun-10,June,7,2010,9:00,weekday,11312.59362,78.98
7-Jun-10,June,7,2010,10:00,weekday,12004.65489,79.88
7-Jun-10,June,7,2010,11:00,weekday,12702.68724,79.43
7-Jun-10,June,7,2010,12:00,weekday,13167.41675,80.78
7-Jun-10,June,7,2010,13:00,weekday,13649.33534,82.58
7-Jun-10,June,7,2010,14:00,weekday,13984.58211,83.48
7-Jun-10,June,7,2010,15:00,weekday,14019.22571,83.48
7-Jun-10,June,7,2010,16:00,weekday,14013.86237,80.78
7-Jun-10,June,7,2010,17:00,weekday,14132.37644,86.18
7-Jun-10,June,7,2010,18:00,weekday,14257.03203,84.38
8-Jun-10,June,8,2010,9:00,weekday,11181.08933,78.98
8-Jun-10,June,8,2010,10:00,weekday,11903.69385,77.18
8-Jun-10,June,8,2010,11:00,weekday,12378.77535,78.98
8-Jun-10,June,8,2010,12:00,weekday,12149.07012,80.78
8-Jun-10,June,8,2010,13:00,weekday,12114.03577,82.58
8-Jun-10,June,8,2010,14:00,weekday,12272.51579,84.38
8-Jun-10,June,8,2010,15:00,weekday,12508.65324,74.03
8-Jun-10,June,8,2010,16:00,weekday,12834.8569,71.78
8-Jun-10,June,8,2010,17:00,weekday,13213.53802,73.58
8-Jun-10,June,8,2010,18:00,weekday,13347.89865,75.38
9-Jun-10,June,9,2010,9:00,weekday,11667.40891,80.78
9-Jun-10,June,9,2010,10:00,weekday,12497.27285,80.78
9-Jun-10,June,9,2010,11:00,weekday,13496.14477,80.78
9-Jun-10,June,9,2010,12:00,weekday,14260.40855,82.58
9-Jun-10,June,9,2010,13:00,weekday,14820.2785,84.38
9-Jun-10,June,9,2010,14:00,weekday,15092.39095,86.18
9-Jun-10,June,9,2010,15:00,weekday,15286.9835,87.98
9-Jun-10,June,9,2010,16:00,weekday,15357.45145,89.78
9-Jun-10,June,9,2010,17:00,weekday,15380.99621,89.78
9-Jun-10,June,9,2010,18:00,weekday,15247.27945,89.78
10-Jun-10,June,10,2010,9:00,weekday,11768.13623,80.78
10-Jun-10,June,10,2010,10:00,weekday,12623.59566,80.78
10-Jun-10,June,10,2010,11:00,weekday,13545.32739,80.78
10-Jun-10,June,10,2010,12:00,weekday,14252.81572,82.58
10-Jun-10,June,10,2010,13:00,weekday,14837.32777,83.48
10-Jun-10,June,10,2010,14:00,weekday,15249.82626,84.83
10-Jun-10,June,10,2010,15:00,weekday,15578.16733,87.98
10-Jun-10,June,10,2010,16:00,weekday,15758.84805,87.98
10-Jun-10,June,10,2010,17:00,weekday,15740.94717,89.78
10-Jun-10,June,10,2010,18:00,weekday,15524.05879,87.98
11-Jun-10,June,11,2010,9:00,weekday,11963.31477,80.78
11-Jun-10,June,11,2010,10:00,weekday,12781.72566,80.78
11-Jun-10,June,11,2010,11:00,weekday,13675.60301,80.78
11-Jun-10,June,11,2010,12:00,weekday,14384.93087,81.68
11-Jun-10,June,11,2010,13:00,weekday,14879.92563,84.38
11-Jun-10,June,11,2010,14:00,weekday,15395.5888,86.18
11-Jun-10,June,11,2010,15:00,weekday,15772.18552,87.98
11-Jun-10,June,11,2010,16:00,weekday,15959.44869,87.98
11-Jun-10,June,11,2010,17:00,weekday,16026.62549,87.98
11-Jun-10,June,11,2010,18:00,weekday,15896.04835,89.78
12-Jun-10,June,12,2010,9:00,weekend,11490.78198,80.78
12-Jun-10,June,12,2010,10:00,weekend,12408.27117,80.78
12-Jun-10,June,12,2010,11:00,weekend,13424.11719,80.78
12-Jun-10,June,12,2010,12:00,weekend,14092.76821,82.58
12-Jun-10,June,12,2010,13:00,weekend,14528.29259,84.38
12-Jun-10,June,12,2010,14:00,weekend,14845.48102,86.18
12-Jun-10,June,12,2010,15:00,weekend,15076.57145,89.78
12-Jun-10,June,12,2010,16:00,weekend,15193.57139,89.78
12-Jun-10,June,12,2010,17:00,weekend,15241.74321,89.78
12-Jun-10,June,12,2010,18:00,weekend,15111.03964,89.78
13-Jun-10,June,13,2010,9:00,weekend,10781.85165,80.78
13-Jun-10,June,13,2010,10:00,weekend,11664.79922,80.78
13-Jun-10,June,13,2010,11:00,weekend,12678.58302,80.78
13-Jun-10,June,13,2010,12:00,weekend,13456.93206,82.58
13-Jun-10,June,13,2010,13:00,weekend,14298.08381,84.38
13-Jun-10,June,13,2010,14:00,weekend,14838.64637,86.18
13-Jun-10,June,13,2010,15:00,weekend,15242.97416,86.63
13-Jun-10,June,13,2010,16:00,weekend,15457.27855,89.78
13-Jun-10,June,13,2010,17:00,weekend,15519.4712,89.78
13-Jun-10,June,13,2010,18:00,weekend,15449.06869,89.78
14-Jun-10,June,14,2010,9:00,weekday,12156.00101,78.98
14-Jun-10,June,14,2010,10:00,weekday,12970.39571,78.98
14-Jun-10,June,14,2010,11:00,weekday,13977.21679,78.98
14-Jun-10,June,14,2010,12:00,weekday,14804.57707,80.78
14-Jun-10,June,14,2010,13:00,weekday,15445.25876,82.58
14-Jun-10,June,14,2010,14:00,weekday,16059.71496,86.18
14-Jun-10,June,14,2010,15:00,weekday,16516.01744,86.18
14-Jun-10,June,14,2010,16:00,weekday,16678.03926,89.78
14-Jun-10,June,14,2010,17:00,weekday,16664.5616,89.78
14-Jun-10,June,14,2010,18:00,weekday,16471.61391,91.58
15-Jun-10,June,15,2010,9:00,weekday,11731.35251,77.18
15-Jun-10,June,15,2010,10:00,weekday,12584.77654,78.98
15-Jun-10,June,15,2010,11:00,weekday,13536.24473,78.98
15-Jun-10,June,15,2010,12:00,weekday,14370.06895,80.78
15-Jun-10,June,15,2010,13:00,weekday,14932.99999,84.38
15-Jun-10,June,15,2010,14:00,weekday,15368.79969,86.18
15-Jun-10,June,15,2010,15:00,weekday,15689.19505,87.98
15-Jun-10,June,15,2010,16:00,weekday,15870.63884,87.98
15-Jun-10,June,15,2010,17:00,weekday,16092.9464,91.58
15-Jun-10,June,15,2010,18:00,weekday,16023.36093,91.58
16-Jun-10,June,16,2010,9:00,weekday,11661.25393,78.98
16-Jun-10,June,16,2010,10:00,weekday,12692.69262,78.98
16-Jun-10,June,16,2010,11:00,weekday,13725.54938,77.18
16-Jun-10,June,16,2010,12:00,weekday,14684.42956,80.78
16-Jun-10,June,16,2010,13:00,weekday,15436.46958,84.38
16-Jun-10,June,16,2010,14:00,weekday,16111.46332,86.18
16-Jun-10,June,16,2010,15:00,weekday,16590.52063,87.98
16-Jun-10,June,16,2010,16:00,weekday,16821.80227,89.78
16-Jun-10,June,16,2010,17:00,weekday,16926.22979,91.58
16-Jun-10,June,16,2010,18:00,weekday,16844.66035,91.58
17-Jun-10,June,17,2010,9:00,weekday,11939.66914,78.98
17-Jun-10,June,17,2010,10:00,weekday,12910.77652,78.98
17-Jun-10,June,17,2010,11:00,weekday,13866.41592,78.98
17-Jun-10,June,17,2010,12:00,weekday,14737.8139,82.58
17-Jun-10,June,17,2010,13:00,weekday,15396.68128,84.38
17-Jun-10,June,17,2010,14:00,weekday,15975.96397,84.38
17-Jun-10,June,17,2010,15:00,weekday,16401.1136,89.78
17-Jun-10,June,17,2010,16:00,weekday,16672.20084,91.58
17-Jun-10,June,17,2010,17:00,weekday,16832.3616,91.58
17-Jun-10,June,17,2010,18:00,weekday,16726.59524,93.38
18-Jun-10,June,18,2010,9:00,weekday,12009.80623,78.98
18-Jun-10,June,18,2010,10:00,weekday,12989.49183,78.98
18-Jun-10,June,18,2010,11:00,weekday,13966.51639,78.98
18-Jun-10,June,18,2010,12:00,weekday,14826.92319,80.78
18-Jun-10,June,18,2010,13:00,weekday,15569.72814,84.38
18-Jun-10,June,18,2010,14:00,weekday,16238.32259,86.18
18-Jun-10,June,18,2010,15:00,weekday,16692.96836,87.98
18-Jun-10,June,18,2010,16:00,weekday,16922.71336,89.78
18-Jun-10,June,18,2010,17:00,weekday,16889.25087,91.58
18-Jun-10,June,18,2010,18:00,weekday,16577.71466,93.38
19-Jun-10,June,19,2010,9:00,weekend,10966.15708,77.18
19-Jun-10,June,19,2010,10:00,weekend,12042.30051,77.18
19-Jun-10,June,19,2010,11:00,weekend,13152.80538,75.38
19-Jun-10,June,19,2010,12:00,weekend,14201.52501,80.78
19-Jun-10,June,19,2010,13:00,weekend,15072.0756,82.58
19-Jun-10,June,19,2010,14:00,weekend,15783.47065,84.38
19-Jun-10,June,19,2010,15:00,weekend,16279.37889,87.98
19-Jun-10,June,19,2010,16:00,weekend,16431.77525,89.78
19-Jun-10,June,19,2010,17:00,weekend,16464.97732,91.58
19-Jun-10,June,19,2010,18:00,weekend,16167.20967,91.58
20-Jun-10,June,20,2010,9:00,weekend,10588.95898,78.98
20-Jun-10,June,20,2010,10:00,weekend,11625.78632,78.98
20-Jun-10,June,20,2010,11:00,weekend,12742.92446,78.98
20-Jun-10,June,20,2010,12:00,weekend,13882.55842,80.78
20-Jun-10,June,20,2010,13:00,weekend,14840.16754,84.38
20-Jun-10,June,20,2010,14:00,weekend,15482.26175,86.18
20-Jun-10,June,20,2010,15:00,weekend,16038.70575,87.98
20-Jun-10,June,20,2010,16:00,weekend,16343.30836,91.58
20-Jun-10,June,20,2010,17:00,weekend,16432.71397,91.58
20-Jun-10,June,20,2010,18:00,weekend,16256.34323,93.38
21-Jun-10,June,21,2010,9:00,weekday,11904.19872,78.98
21-Jun-10,June,21,2010,10:00,weekday,12904.62206,78.98
21-Jun-10,June,21,2010,11:00,weekday,14003.15305,78.98
21-Jun-10,June,21,2010,12:00,weekday,15032.38518,82.58
21-Jun-10,June,21,2010,13:00,weekday,15870.74688,84.38
21-Jun-10,June,21,2010,14:00,weekday,16662.06115,86.18
21-Jun-10,June,21,2010,15:00,weekday,17234.00842,87.98
21-Jun-10,June,21,2010,16:00,weekday,17538.01644,91.58
21-Jun-10,June,21,2010,17:00,weekday,17606.64443,93.38
21-Jun-10,June,21,2010,18:00,weekday,17345.47261,93.38
22-Jun-10,June,22,2010,9:00,weekday,12046.20633,80.78
22-Jun-10,June,22,2010,10:00,weekday,13192.55991,78.98
22-Jun-10,June,22,2010,11:00,weekday,14227.85258,78.98
22-Jun-10,June,22,2010,12:00,weekday,15285.08239,82.58
22-Jun-10,June,22,2010,13:00,weekday,16084.86585,84.38
22-Jun-10,June,22,2010,14:00,weekday,16698.24682,87.98
22-Jun-10,June,22,2010,15:00,weekday,17177.05421,89.78
22-Jun-10,June,22,2010,16:00,weekday,17242.75601,91.58
22-Jun-10,June,22,2010,17:00,weekday,17013.62817,91.58
22-Jun-10,June,22,2010,18:00,weekday,16406.84301,91.58
23-Jun-10,June,23,2010,9:00,weekday,11720.33419,80.78
23-Jun-10,June,23,2010,10:00,weekday,12743.06628,78.98
23-Jun-10,June,23,2010,11:00,weekday,13705.14594,78.98
23-Jun-10,June,23,2010,12:00,weekday,14625.5052,82.58
23-Jun-10,June,23,2010,13:00,weekday,15133.65868,84.38
23-Jun-10,June,23,2010,14:00,weekday,15385.36201,86.18
23-Jun-10,June,23,2010,15:00,weekday,15507.62319,89.78
23-Jun-10,June,23,2010,16:00,weekday,15384.10095,89.78
23-Jun-10,June,23,2010,17:00,weekday,15283.9403,87.98
23-Jun-10,June,23,2010,18:00,weekday,15205.04121,87.98
24-Jun-10,June,24,2010,9:00,weekday,11119.42501,80.78
24-Jun-10,June,24,2010,10:00,weekday,11787.98137,77.18
24-Jun-10,June,24,2010,11:00,weekday,12462.25979,75.38
24-Jun-10,June,24,2010,12:00,weekday,13045.95806,75.38
24-Jun-10,June,24,2010,13:00,weekday,13603.37022,75.38
24-Jun-10,June,24,2010,14:00,weekday,14144.27653,78.98
24-Jun-10,June,24,2010,15:00,weekday,14589.41202,82.58
24-Jun-10,June,24,2010,16:00,weekday,14930.16729,86.18
24-Jun-10,June,24,2010,17:00,weekday,15276.14259,89.78
24-Jun-10,June,24,2010,18:00,weekday,15475.41741,87.98
25-Jun-10,June,25,2010,9:00,weekday,11505.38472,78.98
25-Jun-10,June,25,2010,10:00,weekday,12596.50579,78.98
25-Jun-10,June,25,2010,11:00,weekday,13504.52913,78.98
25-Jun-10,June,25,2010,12:00,weekday,14288.76208,80.78
25-Jun-10,June,25,2010,13:00,weekday,14736.58253,84.38
25-Jun-10,June,25,2010,14:00,weekday,14991.81837,87.98
25-Jun-10,June,25,2010,15:00,weekday,15061.60303,87.98
25-Jun-10,June,25,2010,16:00,weekday,15239.32664,89.78
25-Jun-10,June,25,2010,17:00,weekday,15440.54434,86.18
25-Jun-10,June,25,2010,18:00,weekday,15350.86307,81.23
26-Jun-10,June,26,2010,9:00,weekend,11159.38359,78.98
26-Jun-10,June,26,2010,10:00,weekend,12225.78197,78.98
26-Jun-10,June,26,2010,11:00,weekend,13252.21552,78.98
26-Jun-10,June,26,2010,12:00,weekend,14126.65684,80.78
26-Jun-10,June,26,2010,13:00,weekend,14903.62804,84.38
26-Jun-10,June,26,2010,14:00,weekend,15485.53541,87.08
26-Jun-10,June,26,2010,15:00,weekend,15822.94235,87.98
26-Jun-10,June,26,2010,16:00,weekend,16016.53821,89.78
26-Jun-10,June,26,2010,17:00,weekend,16114.99208,91.58
26-Jun-10,June,26,2010,18:00,weekend,15885.26305,93.38
27-Jun-10,June,27,2010,9:00,weekend,10524.8815,78.98
27-Jun-10,June,27,2010,10:00,weekend,11608.20731,78.98
27-Jun-10,June,27,2010,11:00,weekend,12665.43857,79.88
27-Jun-10,June,27,2010,12:00,weekend,13696.41678,82.58
27-Jun-10,June,27,2010,13:00,weekend,14556.8276,84.38
27-Jun-10,June,27,2010,14:00,weekend,15234.92946,87.98
27-Jun-10,June,27,2010,15:00,weekend,15779.66542,89.78
27-Jun-10,June,27,2010,16:00,weekend,16144.44565,91.58
27-Jun-10,June,27,2010,17:00,weekend,16313.44995,93.38
27-Jun-10,June,27,2010,18:00,weekend,16273.56194,91.58
28-Jun-10,June,28,2010,9:00,weekday,12084.21548,80.78
28-Jun-10,June,28,2010,10:00,weekday,13030.47509,80.78
28-Jun-10,June,28,2010,11:00,weekday,13822.98631,80.78
28-Jun-10,June,28,2010,12:00,weekday,14459.41245,82.58
28-Jun-10,June,28,2010,13:00,weekday,14719.68511,84.38
28-Jun-10,June,28,2010,14:00,weekday,14976.77405,87.98
28-Jun-10,June,28,2010,15:00,weekday,15257.13201,86.18
28-Jun-10,June,28,2010,16:00,weekday,15351.80282,78.98
28-Jun-10,June,28,2010,17:00,weekday,15262.31967,84.38
28-Jun-10,June,28,2010,18:00,weekday,14949.07049,84.38
29-Jun-10,June,29,2010,9:00,weekday,11600.23543,78.98
29-Jun-10,June,29,2010,10:00,weekday,12473.02474,78.98
29-Jun-10,June,29,2010,11:00,weekday,13315.0045,78.98
29-Jun-10,June,29,2010,12:00,weekday,14083.76087,80.78
29-Jun-10,June,29,2010,13:00,weekday,14569.34004,82.58
29-Jun-10,June,29,2010,14:00,weekday,15057.11111,84.38
29-Jun-10,June,29,2010,15:00,weekday,15426.07291,86.18
29-Jun-10,June,29,2010,16:00,weekday,15554.94272,89.78
29-Jun-10,June,29,2010,17:00,weekday,15498.43501,89.78
29-Jun-10,June,29,2010,18:00,weekday,15157.0117,89.78
30-Jun-10,June,30,2010,9:00,weekday,11330.41708,80.78
30-Jun-10,June,30,2010,10:00,weekday,11776.19762,80.78
30-Jun-10,June,30,2010,11:00,weekday,12332.00137,80.78
30-Jun-10,June,30,2010,12:00,weekday,12679.95002,80.78
30-Jun-10,June,30,2010,13:00,weekday,12840.46043,80.78
30-Jun-10,June,30,2010,14:00,weekday,12837.21673,80.78
30-Jun-10,June,30,2010,15:00,weekday,12973.91848,80.78
30-Jun-10,June,30,2010,16:00,weekday,12962.52204,82.58
30-Jun-10,June,30,2010,17:00,weekday,13008.68022,81.68
30-Jun-10,June,30,2010,18:00,weekday,13055.75563,82.58
1-Jul-10,July,1,2010,9:00,weekday,10767.82036,78.98
1-Jul-10,July,1,2010,10:00,weekday,11227.87761,78.98
1-Jul-10,July,1,2010,11:00,weekday,11807.1419,78.98
1-Jul-10,July,1,2010,12:00,weekday,12170.15552,79.88
1-Jul-10,July,1,2010,13:00,weekday,12207.50422,80.78
1-Jul-10,July,1,2010,14:00,weekday,12112.69392,82.58
1-Jul-10,July,1,2010,15:00,weekday,12034.50392,82.58
1-Jul-10,July,1,2010,16:00,weekday,11983.339,79.43
1-Jul-10,July,1,2010,17:00,weekday,12044.63635,76.28
1-Jul-10,July,1,2010,18:00,weekday,12122.42715,76.28
2-Jul-10,July,2,2010,9:00,weekday,10774.71445,78.98
2-Jul-10,July,2,2010,10:00,weekday,11241.99928,77.63
2-Jul-10,July,2,2010,11:00,weekday,11690.91019,80.78
2-Jul-10,July,2,2010,12:00,weekday,12088.26043,80.78
2-Jul-10,July,2,2010,13:00,weekday,12209.61018,81.68
2-Jul-10,July,2,2010,14:00,weekday,12144.70268,82.58
2-Jul-10,July,2,2010,15:00,weekday,12004.98396,82.58
2-Jul-10,July,2,2010,16:00,weekday,11876.83733,83.03
2-Jul-10,July,2,2010,17:00,weekday,11880.99196,79.43
2-Jul-10,July,2,2010,18:00,weekday,11741.48978,78.98
3-Jul-10,July,3,2010,9:00,weekend,10180.68158,78.98
3-Jul-10,July,3,2010,10:00,weekend,11140.91441,78.98
3-Jul-10,July,3,2010,11:00,weekend,12003.65791,78.98
3-Jul-10,July,3,2010,12:00,weekend,12567.53451,82.58
3-Jul-10,July,3,2010,13:00,weekend,12756.73424,84.38
3-Jul-10,July,3,2010,14:00,weekend,12678.10622,86.18
3-Jul-10,July,3,2010,15:00,weekend,12364.94494,87.98
3-Jul-10,July,3,2010,16:00,weekend,12375.43971,86.18
3-Jul-10,July,3,2010,17:00,weekend,12392.78996,79.88
3-Jul-10,July,3,2010,18:00,weekend,12343.71219,78.98
4-Jul-10,July,4,2010,9:00,weekend,9733.297556,77.18
4-Jul-10,July,4,2010,10:00,weekend,10689.21686,77.18
4-Jul-10,July,4,2010,11:00,weekend,11709.31537,77.18
4-Jul-10,July,4,2010,12:00,weekend,12619.98631,80.78
4-Jul-10,July,4,2010,13:00,weekend,13361.46908,84.38
4-Jul-10,July,4,2010,14:00,weekend,13752.00419,84.38
4-Jul-10,July,4,2010,15:00,weekend,14056.4236,87.98
4-Jul-10,July,4,2010,16:00,weekend,14275.77368,89.78
4-Jul-10,July,4,2010,17:00,weekend,14405.03937,89.78
4-Jul-10,July,4,2010,18:00,weekend,14361.93161,89.78
5-Jul-10,July,5,2010,9:00,weekday,10433.32708,78.98
5-Jul-10,July,5,2010,10:00,weekday,11502.42475,78.98
5-Jul-10,July,5,2010,11:00,weekday,12682.92209,78.98
5-Jul-10,July,5,2010,12:00,weekday,13702.41137,80.78
5-Jul-10,July,5,2010,13:00,weekday,14552.32149,82.58
5-Jul-10,July,5,2010,14:00,weekday,15184.18316,84.38
5-Jul-10,July,5,2010,15:00,weekday,15634.04334,87.98
5-Jul-10,July,5,2010,16:00,weekday,15806.02201,89.78
5-Jul-10,July,5,2010,17:00,weekday,15773.68538,89.78
5-Jul-10,July,5,2010,18:00,weekday,15263.4128,91.58
6-Jul-10,July,6,2010,9:00,weekday,11312.81466,80.78
6-Jul-10,July,6,2010,10:00,weekday,12330.55132,80.78
6-Jul-10,July,6,2010,11:00,weekday,13348.48098,80.78
6-Jul-10,July,6,2010,12:00,weekday,14300.62133,80.78
6-Jul-10,July,6,2010,13:00,weekday,14912.20269,84.38
6-Jul-10,July,6,2010,14:00,weekday,15377.80364,86.18
6-Jul-10,July,6,2010,15:00,weekday,15706.18677,87.98
6-Jul-10,July,6,2010,16:00,weekday,15859.48654,89.78
6-Jul-10,July,6,2010,17:00,weekday,15929.27396,89.78
6-Jul-10,July,6,2010,18:00,weekday,15692.3857,93.38
7-Jul-10,July,7,2010,9:00,weekday,10912.76818,80.78
7-Jul-10,July,7,2010,10:00,weekday,11626.06043,80.78
7-Jul-10,July,7,2010,11:00,weekday,12313.65832,80.78
7-Jul-10,July,7,2010,12:00,weekday,12870.64297,80.78
7-Jul-10,July,7,2010,13:00,weekday,13009.67387,80.78
7-Jul-10,July,7,2010,14:00,weekday,13097.59754,82.58
7-Jul-10,July,7,2010,15:00,weekday,13205.78063,82.13
7-Jul-10,July,7,2010,16:00,weekday,13356.76137,78.98
7-Jul-10,July,7,2010,17:00,weekday,13322.06951,75.83
7-Jul-10,July,7,2010,18:00,weekday,13000.75457,82.58
8-Jul-10,July,8,2010,9:00,weekday,10561.43329,82.58
8-Jul-10,July,8,2010,10:00,weekday,10932.04184,82.58
8-Jul-10,July,8,2010,11:00,weekday,11376.86276,75.38
8-Jul-10,July,8,2010,12:00,weekday,11806.32957,76.28
8-Jul-10,July,8,2010,13:00,weekday,11833.42781,78.98
8-Jul-10,July,8,2010,14:00,weekday,11866.97378,78.98
8-Jul-10,July,8,2010,15:00,weekday,11848.23048,80.78
8-Jul-10,July,8,2010,16:00,weekday,11944.07934,79.88
8-Jul-10,July,8,2010,17:00,weekday,12128.09897,77.18
8-Jul-10,July,8,2010,18:00,weekday,12128.42653,77.18
9-Jul-10,July,9,2010,9:00,weekday,10744.99458,78.98
9-Jul-10,July,9,2010,10:00,weekday,11602.79089,78.98
9-Jul-10,July,9,2010,11:00,weekday,12433.71936,80.78
9-Jul-10,July,9,2010,12:00,weekday,13191.53425,80.78
9-Jul-10,July,9,2010,13:00,weekday,13672.88094,82.58
9-Jul-10,July,9,2010,14:00,weekday,14129.53316,82.58
9-Jul-10,July,9,2010,15:00,weekday,14521.1624,84.38
9-Jul-10,July,9,2010,16:00,weekday,14844.90168,87.98
9-Jul-10,July,9,2010,17:00,weekday,15150.44084,89.78
9-Jul-10,July,9,2010,18:00,weekday,15047.43689,89.78
10-Jul-10,July,10,2010,9:00,weekend,9985.221028,77.18
10-Jul-10,July,10,2010,10:00,weekend,11074.95041,75.38
10-Jul-10,July,10,2010,11:00,weekend,12002.07855,75.38
10-Jul-10,July,10,2010,12:00,weekend,13012.35684,80.78
10-Jul-10,July,10,2010,13:00,weekend,13804.36396,82.58
10-Jul-10,July,10,2010,14:00,weekend,14439.38602,83.48
10-Jul-10,July,10,2010,15:00,weekend,14855.04671,86.18
10-Jul-10,July,10,2010,16:00,weekend,15103.90537,87.98
10-Jul-10,July,10,2010,17:00,weekend,15283.56054,89.78
10-Jul-10,July,10,2010,18:00,weekend,15157.89098,89.78
11-Jul-10,July,11,2010,9:00,weekend,9843.714548,77.18
11-Jul-10,July,11,2010,10:00,weekend,10884.24042,75.38
11-Jul-10,July,11,2010,11:00,weekend,12099.96253,75.38
11-Jul-10,July,11,2010,12:00,weekend,13151.45168,78.98
11-Jul-10,July,11,2010,13:00,weekend,13922.80753,82.58
11-Jul-10,July,11,2010,14:00,weekend,14447.67465,83.48
11-Jul-10,July,11,2010,15:00,weekend,14887.63324,85.28
11-Jul-10,July,11,2010,16:00,weekend,15188.54864,87.98
11-Jul-10,July,11,2010,17:00,weekend,15366.74031,89.78
11-Jul-10,July,11,2010,18:00,weekend,15327.43421,89.78
12-Jul-10,July,12,2010,9:00,weekday,11544.92057,78.98
12-Jul-10,July,12,2010,10:00,weekday,12497.92309,77.18
12-Jul-10,July,12,2010,11:00,weekday,13559.14449,77.18
12-Jul-10,July,12,2010,12:00,weekday,14409.89729,80.78
12-Jul-10,July,12,2010,13:00,weekday,15114.60973,84.38
12-Jul-10,July,12,2010,14:00,weekday,15731.32141,84.38
12-Jul-10,July,12,2010,15:00,weekday,16147.36282,87.98
12-Jul-10,July,12,2010,16:00,weekday,16348.07222,89.78
12-Jul-10,July,12,2010,17:00,weekday,16364.39647,91.58
12-Jul-10,July,12,2010,18:00,weekday,16225.51446,91.58
13-Jul-10,July,13,2010,9:00,weekday,11744.96339,78.98
13-Jul-10,July,13,2010,10:00,weekday,12732.15228,80.78
13-Jul-10,July,13,2010,11:00,weekday,13846.61179,80.78
