id,artist,artistId,title,medium,creation_year,acquisition_year,width,height,url,gender,birth_year
2249,"Clarke Hall, Lady Edna",914,Catherine Leaning on a Wall,Ink and watercolour on paper,1900,1941,27.9,21.6,http://www.tate.org.uk/art/artworks/clarke-hall-catherine-leaning-on-a-wall-a01064,Female,1879
2252,"Clarke Hall, Lady Edna",914,Seated Woman,Ink and watercolour on paper,1899,1941,35.6,25.4,http://www.tate.org.uk/art/artworks/clarke-hall-seated-woman-a01067,Female,1879
2257,"Clarke Hall, Lady Edna",914,Study for Catherine. Verso: Upminster Common,Ink on paper. Verso: ink and watercolour on paper,1902,1941,17.8,22.9,http://www.tate.org.uk/art/artworks/clarke-hall-study-for-catherine-verso-upminster-common-a01072,Female,1879
12180,"Potter, Helen Beatrix",1794,Frontispiece: The Tailor Mouse,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-frontispiece-the-tailor-mouse-a01089,Female,1866
12181,"Potter, Helen Beatrix",1794,The Tailor of Gloucester at Work,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-tailor-of-gloucester-at-work-a01090,Female,1866
12182,"Potter, Helen Beatrix",1794,Lady Mouse in Mob Cap,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-lady-mouse-in-mob-cap-a01091,Female,1866
12183,"Potter, Helen Beatrix",1794,The Tailor Leaving his Workshop,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-tailor-leaving-his-workshop-a01092,Female,1866
12184,"Potter, Helen Beatrix",1794,The Tailor Returning Home,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-tailor-returning-home-a01093,Female,1866
12185,"Potter, Helen Beatrix",1794,Simpkin Housekeeping,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-simpkin-housekeeping-a01094,Female,1866
12186,"Potter, Helen Beatrix",1794,The Tailor by the Hearth,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-tailor-by-the-hearth-a01095,Female,1866
12187,"Potter, Helen Beatrix",1794,The Tailor Hears Noises,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-tailor-hears-noises-a01096,Female,1866
12188,"Potter, Helen Beatrix",1794,The Mice Escape,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-mice-escape-a01097,Female,1866
12189,"Potter, Helen Beatrix",1794,The Mice Listen to the Tailor<U+0092>s Lament,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-mice-listen-to-the-tailors-lament-a01098,Female,1866
12190,"Potter, Helen Beatrix",1794,<U+0091>Where is My Twist?<U+0092>,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-where-is-my-twist-a01099,Female,1866
12191,"Potter, Helen Beatrix",1794,The Mice at Work: Threading the Needle,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-mice-at-work-threading-the-needle-a01100,Female,1866
12192,"Potter, Helen Beatrix",1794,Simpkin Goes Out,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-simpkin-goes-out-a01101,Female,1866
12193,"Potter, Helen Beatrix",1794,Simpkin in the Snowy Street,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-simpkin-in-the-snowy-street-a01102,Female,1866
12194,"Potter, Helen Beatrix",1794,Simpkin Hears the Mice,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-simpkin-hears-the-mice-a01103,Female,1866
12195,"Potter, Helen Beatrix",1794,The Mice Sewing the Mayor<U+0092>s Coat,"Ink, watercolour and gouache on paper",1902,1946,9.2,11.1,http://www.tate.org.uk/art/artworks/potter-the-mice-sewing-the-mayors-coat-a01104,Female,1866
12196,"Potter, Helen Beatrix",1794,The Mice Hear Simpkin Outside,"Ink, watercolour and gouache on paper",1902,1946,9.2,11.1,http://www.tate.org.uk/art/artworks/potter-the-mice-hear-simpkin-outside-a01105,Female,1866
12197,"Potter, Helen Beatrix",1794,Simpkin at the Tailor<U+0092>s Bedside,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-simpkin-at-the-tailors-bedside-a01106,Female,1866
12198,"Potter, Helen Beatrix",1794,The Tailor and Simpkin Set Out for the Shop,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-tailor-and-simpkin-set-out-for-the-shop-a01107,Female,1866
12199,"Potter, Helen Beatrix",1794,The Finished Coat,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-finished-coat-a01108,Female,1866
12200,"Potter, Helen Beatrix",1794,<U+0091>No More Twist<U+0092>,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-no-more-twist-a01109,Female,1866
12201,"Potter, Helen Beatrix",1794,The Mice Stitching Button-Holes,"Ink, watercolour and gouache on paper",1902,1946,11.1,9.2,http://www.tate.org.uk/art/artworks/potter-the-mice-stitching-button-holes-a01110,Female,1866
95724,"Gallagher, Ellen",9553,Paper Cup,Ink on paper on canvas,1996,2008,213.5,183,http://www.tate.org.uk/art/artworks/gallagher-paper-cup-ar00066,Female,1965
95725,"Gallagher, Ellen",9553,Untitled,Oil paint and enamel on paper on canvas,1998,2008,305.3,244.4,http://www.tate.org.uk/art/artworks/gallagher-untitled-ar00067,Female,1965
95898,"Holzer, Jenny",1307,Protect Protect,Oil paint on canvas,2007,2008,201.1,260,http://www.tate.org.uk/art/artworks/holzer-protect-protect-ar00083,Female,1950
95899,"Holzer, Jenny",1307,Shape the Battlespace,Oil paint on canvas,2007,2008,201.1,260.2,http://www.tate.org.uk/art/artworks/holzer-shape-the-battlespace-ar00084,Female,1950
95853,"Celmins, Vija",2731,Untitled (Desert-Galaxy),Graphite on acrylic ground on paper,1974,2008,44.2,95.6,http://www.tate.org.uk/art/artworks/celmins-untitled-desert-galaxy-ar00162,Female,1938
95856,"Celmins, Vija",2731,Night Sky #19,Charcoal on paper,1998,2008,57,67.3,http://www.tate.org.uk/art/artworks/celmins-night-sky-19-ar00163,Female,1938
95857,"Celmins, Vija",2731,Web #1,Charcoal on paper,1999,2008,56.5,64.9,http://www.tate.org.uk/art/artworks/celmins-web-1-ar00164,Female,1938
98287,"Martin, Agnes",1583,Untitled #5,Acrylic paint and graphite on canvas,1994,2009,152.5,152.8,http://www.tate.org.uk/art/artworks/martin-untitled-5-ar00177,Female,1912
98288,"Martin, Agnes",1583,Faraway Love,Acrylic paint and graphite on canvas,1999,2009,152.5,152.5,http://www.tate.org.uk/art/artworks/martin-faraway-love-ar00178,Female,1912
98992,"Martin, Agnes",1583,Happy Holiday,Acrylic paint and graphite on canvas,1999,2009,152.5,152.5,http://www.tate.org.uk/art/artworks/martin-happy-holiday-ar00179,Female,1912
93173,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper on ink on paper",1975,2009,10.9,10.9,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00347,Female,1958
93174,"Woodman, Francesca",10512,"Eel Series, Roma, May 1977 - August 1978","Photograph, gelatine silver print on paper",1977,2009,21.9,21.8,http://www.tate.org.uk/art/artworks/woodman-eel-series-roma-may-1977-august-1978-ar00348,Female,1958
93175,"Woodman, Francesca",10512,"Space<U+00B2>, Providence, Rhode Island, 1975-1978","Photograph, gelatine silver print on paper",1975,2009,13.9,13.9,http://www.tate.org.uk/art/artworks/woodman-space2-providence-rhode-island-1975-1978-ar00349,Female,1958
93176,"Woodman, Francesca",10512,"Space<U+00B2>, Providence, Rhode Island, 1975-1978","Photograph, gelatine silver print on paper",1975,2009,14,14,http://www.tate.org.uk/art/artworks/woodman-space2-providence-rhode-island-1975-1978-ar00350,Female,1958
93177,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper",1975,2009,14.1,14,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00351,Female,1958
93178,"Woodman, Francesca",10512,"Providence, Rhode Island, 1976","Photograph, gelatine silver print on paper",1976,2009,14.3,14.4,http://www.tate.org.uk/art/artworks/woodman-providence-rhode-island-1976-ar00352,Female,1958
93179,"Woodman, Francesca",10512,"Italy, May 1977 - August 1978","Photograph, gelatine silver print on paper",1977,2009,14.3,15.8,http://www.tate.org.uk/art/artworks/woodman-italy-may-1977-august-1978-ar00353,Female,1958
93180,"Woodman, Francesca",10512,"From Angel Series, Roma, September 1977","Photograph, gelatine silver print on paper",1977,2009,9.3,9.3,http://www.tate.org.uk/art/artworks/woodman-from-angel-series-roma-september-1977-ar00354,Female,1958
93181,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper",1975,2009,12.8,12.9,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00355,Female,1958
93182,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper and ink",1975,2009,14.4,14.6,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00356,Female,1958
93183,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper",1975,2009,14,14,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00357,Female,1958
93184,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper",1975,2009,15.6,15.6,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00358,Female,1958
93185,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper",1975,2009,10.9,10.9,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00359,Female,1958
93186,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper on ink on paper",1975,2009,14.3,14.4,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00360,Female,1958
93187,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper",1975,2009,13.5,13.3,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00361,Female,1958
93188,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper",1975,2009,9.8,10.5,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00362,Female,1958
93189,"Woodman, Francesca",10512,Untitled,"Photograph, gelatine silver print on paper",1975,2009,15.2,15.2,http://www.tate.org.uk/art/artworks/woodman-untitled-ar00363,Female,1958
93190,"Woodman, Francesca",10512,Untitled (FW crouching behind umbrella),"Photograph, gelatine silver print on paper",1980,2009,17.1,16.5,http://www.tate.org.uk/art/artworks/woodman-untitled-fw-crouching-behind-umbrella-ar00364,Female,1958
95861,"Celmins, Vija",2731,Drypoint - Ocean Surface,Drypoint on paper,1983,2009,18.6,23.9,http://www.tate.org.uk/art/artworks/celmins-drypoint-ocean-surface-ar00467,Female,1938
95863,"Celmins, Vija",2731,Dec-84,Mezzotint on paper,1985,2009,40.7,38.8,http://www.tate.org.uk/art/artworks/celmins-december-1984-ar00468,Female,1938
95864,"Celmins, Vija",2731,Concentric Bearings A,"Aquatint, photo-etching and drypoint on paper",1984,2009,60.8,46.8,http://www.tate.org.uk/art/artworks/celmins-concentric-bearings-a-ar00469,Female,1938
95865,"Celmins, Vija",2731,Concentric Bearings D,"Mezzotint, aquatint and drypoint on paper",1985,2009,45.7,56.7,http://www.tate.org.uk/art/artworks/celmins-concentric-bearings-d-ar00470,Female,1938
95866,"Celmins, Vija",2731,Mount Holyoke,Etching on paper,1987,2009,19.3,24.7,http://www.tate.org.uk/art/artworks/celmins-mount-holyoke-ar00471,Female,1938
95867,"Celmins, Vija",2731,Untitled (Source Materials),Iris print on paper,1999,2009,35.7,30.9,http://www.tate.org.uk/art/artworks/celmins-untitled-source-materials-ar00472,Female,1938
95868,"Celmins, Vija",2731,Ocean Surface Wood Engraving 2000,Wood engraving on paper,2000,2009,20.7,25.7,http://www.tate.org.uk/art/artworks/celmins-ocean-surface-wood-engraving-2000-ar00473,Female,1938
95869,"Celmins, Vija",2731,Night Sky 1 Reversed,"Photo-etching, aquatint and drypoint on paper",2002,2009,39.2,48.5,http://www.tate.org.uk/art/artworks/celmins-night-sky-1-reversed-ar00474,Female,1938
95870,"Celmins, Vija",2731,Night Sky 2 Reversed,"Photo-etching, aquatint and drypoint on paper",2002,2009,38.7,48,http://www.tate.org.uk/art/artworks/celmins-night-sky-2-reversed-ar00475,Female,1938
95871,"Celmins, Vija",2731,Untitled (Web 1),Mezzotint on paper,2001,2009,17.5,19.4,http://www.tate.org.uk/art/artworks/celmins-untitled-web-1-ar00476,Female,1938
95872,"Celmins, Vija",2731,Untitled (Web 2),Mezzotint on paper,2001,2009,17.7,19.4,http://www.tate.org.uk/art/artworks/celmins-untitled-web-2-ar00477,Female,1938
95873,"Celmins, Vija",2731,Untitled (Web 3),Aquatint and drypoint on paper,2002,2009,38,48.2,http://www.tate.org.uk/art/artworks/celmins-untitled-web-3-ar00478,Female,1938
95874,"Celmins, Vija",2731,Untitled (Web 4),Photo-etching and drypoint on paper,2002,2009,38.9,48.2,http://www.tate.org.uk/art/artworks/celmins-untitled-web-4-ar00479,Female,1938
95875,"Celmins, Vija",2731,Night Sky Woodcut,Woodcut on paper mounted on paper,1997,2009,22,24.5,http://www.tate.org.uk/art/artworks/celmins-night-sky-woodcut-ar00480,Female,1938
95879,"Celmins, Vija",2731,Ocean Surface Woodcut 1992,Woodcut on paper,1992,2009,22.4,30.4,http://www.tate.org.uk/art/artworks/celmins-ocean-surface-woodcut-1992-ar00484,Female,1938
95880,"Celmins, Vija",2731,Night Sky 3,Aquatint and drypoint on paper,2002,2009,37.2,47.1,http://www.tate.org.uk/art/artworks/celmins-night-sky-3-ar00485,Female,1938
96887,"Arbus, Diane",5271,"Identical Twins, Roselle, N.J. 1967","Photograph, gelatine silver print on paper",1967,2009,37.5,38.6,http://www.tate.org.uk/art/artworks/arbus-identical-twins-roselle-nj-1967-ar00506,Female,1923
97041,"Arbus, Diane",5271,"Boy with a Straw Hat Waiting to March in Pro-War Parade, N.Y.C. 1967","Photograph, gelatine silver print on paper",1967,2009,37.2,37.3,http://www.tate.org.uk/art/artworks/arbus-boy-with-a-straw-hat-waiting-to-march-in-pro-war-parade-nyc-1967-ar00507,Female,1923
97046,"Arbus, Diane",5271,"A Jewish Giant at Home with his Parents in the Bronx, N.Y. 1970","Photograph, gelatine silver print on paper",1970,2009,37.6,37,http://www.tate.org.uk/art/artworks/arbus-a-jewish-giant-at-home-with-his-parents-in-the-bronx-ny-1970-ar00508,Female,1923
97047,"Arbus, Diane",5271,"A Young Man in Curlers at Home on West 20th Street, N.Y.C. 1966","Photograph, gelatine silver print on paper",1966,2009,39.1,38.6,http://www.tate.org.uk/art/artworks/arbus-a-young-man-in-curlers-at-home-on-west-20th-street-nyc-1966-ar00509,Female,1923
97048,"Arbus, Diane",5271,"Retired Man and His Wife at Home in a Nudist Camp One Morning, N.J. 1963","Photograph, gelatine silver print on paper",1963,2009,37,37.7,http://www.tate.org.uk/art/artworks/arbus-retired-man-and-his-wife-at-home-in-a-nudist-camp-one-morning-nj-1963-ar00510,Female,1923
97049,"Arbus, Diane",5271,"Mexican Dwarf in his Hotel Room, N.Y.C. 1970","Photograph, gelatine silver print on paper",1970,2009,38.2,36.9,http://www.tate.org.uk/art/artworks/arbus-mexican-dwarf-in-his-hotel-room-nyc-1970-ar00511,Female,1923
97050,"Arbus, Diane",5271,"A Young Brooklyn Family going for a Sunday Outing, N.Y.C. 1966","Photograph, gelatine silver print on paper",1966,2009,38.8,37.3,http://www.tate.org.uk/art/artworks/arbus-a-young-brooklyn-family-going-for-a-sunday-outing-nyc-1966-ar00512,Female,1923
97051,"Arbus, Diane",5271,"A Family on their Lawn one Sunday in Westchester, N.Y. 1968","Photograph, gelatine silver print on paper",1968,2009,37.5,38.2,http://www.tate.org.uk/art/artworks/arbus-a-family-on-their-lawn-one-sunday-in-westchester-ny-1968-ar00513,Female,1923
97052,"Arbus, Diane",5271,"The King and Queen of a Senior Citizen<U+0092>s Dance, N.Y.C. 1970","Photograph, gelatine silver print on paper",1970,2009,37.2,36.9,http://www.tate.org.uk/art/artworks/arbus-the-king-and-queen-of-a-senior-citizens-dance-nyc-1970-ar00514,Female,1923
97053,"Arbus, Diane",5271,Xmas Tree in a Living Room in Levittown 1963,"Photograph, gelatine silver print on paper",1963,2009,36.8,37.6,http://www.tate.org.uk/art/artworks/arbus-xmas-tree-in-a-living-room-in-levittown-1963-ar00515,Female,1923
97123,"Arbus, Diane",5271,"A House on a Hill, Hollywood, Cal. 1962","Photograph, gelatine silver print on paper",1962,2009,36.3,37.2,http://www.tate.org.uk/art/artworks/arbus-a-house-on-a-hill-hollywood-cal-1962-ar00516,Female,1923
97124,"Arbus, Diane",5271,"Fire Eater at a Carnival, Palisades Park, N.J.","Photograph, gelatine silver print on paper",1956,2009,20.9,13.7,http://www.tate.org.uk/art/artworks/arbus-fire-eater-at-a-carnival-palisades-park-nj-ar00517,Female,1923
97125,"Arbus, Diane",5271,"42nd Street Movie Theatre Audience, N.Y.C. 1958","Photograph, gelatine silver print on paper",1958,2009,30.8,47,http://www.tate.org.uk/art/artworks/arbus-42nd-street-movie-theatre-audience-nyc-1958-ar00518,Female,1923
97126,"Arbus, Diane",5271,"Siamese Twins in a Carnival Tent, N.J.","Photograph, gelatine silver print on paper",1961,2009,34,47.8,http://www.tate.org.uk/art/artworks/arbus-siamese-twins-in-a-carnival-tent-nj-ar00519,Female,1923
97127,"Arbus, Diane",5271,"Nancy Bellamy<U+0092>s Bedroom, N.Y.C. 1961","Photograph, gelatine silver print on paper",1961,2009,37.6,37.4,http://www.tate.org.uk/art/artworks/arbus-nancy-bellamys-bedroom-nyc-1961-ar00520,Female,1923
97128,"Arbus, Diane",5271,"Two Female Impersonators Backstage, N.Y.C. 1961","Photograph, gelatine silver print on paper",1961,2009,22,14.5,http://www.tate.org.uk/art/artworks/arbus-two-female-impersonators-backstage-nyc-1961-ar00521,Female,1923
97129,"Arbus, Diane",5271,"The Human Pincushion, Ronald C. Harrison, N.J. 1962","Photograph, gelatine silver print on paper",1962,2009,24.7,16.3,http://www.tate.org.uk/art/artworks/arbus-the-human-pincushion-ronald-c-harrison-nj-1962-ar00522,Female,1923
97130,"Arbus, Diane",5271,"Three Boys at a Baseball Game in Central Park, N.Y.C.","Photograph, gelatine silver print on paper",1962,2009,35.7,36.5,http://www.tate.org.uk/art/artworks/arbus-three-boys-at-a-baseball-game-in-central-park-nyc-ar00523,Female,1923
97131,"Arbus, Diane",5271,"Child with a Toy Hand Grenade in Central Park, N.Y.C. 1962","Photograph, gelatine silver print on paper",1962,2009,37.6,37.4,http://www.tate.org.uk/art/artworks/arbus-child-with-a-toy-hand-grenade-in-central-park-nyc-1962-ar00524,Female,1923
97132,"Arbus, Diane",5271,"Teenage Couple on Hudson Street, N.Y.C. 1963","Photograph, gelatine silver print on paper",1963,2009,36.3,36.4,http://www.tate.org.uk/art/artworks/arbus-teenage-couple-on-hudson-street-nyc-1963-ar00525,Female,1923
97133,"Arbus, Diane",5271,"A Young Waitress at a Nudist Camp, N.J. 1963","Photograph, gelatine silver print on paper",1963,2009,35.6,36.1,http://www.tate.org.uk/art/artworks/arbus-a-young-waitress-at-a-nudist-camp-nj-1963-ar00526,Female,1923
97134,"Arbus, Diane",5271,"A Husband and Wife in the Woods at a Nudist Camp, N.J. 1963","Photograph, gelatine silver print on paper",1963,2009,36.6,36.6,http://www.tate.org.uk/art/artworks/arbus-a-husband-and-wife-in-the-woods-at-a-nudist-camp-nj-1963-ar00527,Female,1923
97135,"Arbus, Diane",5271,"Burlesque Comedienne in her Dressing Room, Atlantic City, N.J.","Photograph, gelatine silver print on paper",1963,2009,37,37.3,http://www.tate.org.uk/art/artworks/arbus-burlesque-comedienne-in-her-dressing-room-atlantic-city-nj-ar00528,Female,1923
97136,"Arbus, Diane",5271,"Russian Midget Friends in a Living Room on 100th Street, N.Y.C. 1963","Photograph, gelatine silver print on paper",1963,2009,37.1,37.7,http://www.tate.org.uk/art/artworks/arbus-russian-midget-friends-in-a-living-room-on-100th-street-nyc-1963-ar00529,Female,1923
97137,"Arbus, Diane",5271,"Santas at the Santa Claus School, Albion, N.Y. 1964","Photograph, gelatine silver print on paper",1964,2009,36.2,36.7,http://www.tate.org.uk/art/artworks/arbus-santas-at-the-santa-claus-school-albion-ny-1964-ar00530,Female,1923
97138,"Arbus, Diane",5271,"A Flower Girl at a Wedding, Conn. 1964","Photograph, gelatine silver print on paper",1964,2009,36.6,37.5,http://www.tate.org.uk/art/artworks/arbus-a-flower-girl-at-a-wedding-conn-1964-ar00531,Female,1923
97139,"Arbus, Diane",5271,"Lady Bartender at Home with a Souvenir Dog, New Orleans L.A. 1964","Photograph, gelatine silver print on paper",1964,2009,36,36.2,http://www.tate.org.uk/art/artworks/arbus-lady-bartender-at-home-with-a-souvenir-dog-new-orleans-la-1964-ar00532,Female,1923
97140,"Arbus, Diane",5271,"Bishop by the Sea, Santa Barbara, Cal. 1964","Photograph, gelatine silver print on paper",1964,2009,36,37,http://www.tate.org.uk/art/artworks/arbus-bishop-by-the-sea-santa-barbara-cal-1964-ar00533,Female,1923
97141,"Arbus, Diane",5271,"Jewish Couple Dancing, N.Y.C. 1963","Photograph, gelatine silver print on paper",1963,2009,34,36.5,http://www.tate.org.uk/art/artworks/arbus-jewish-couple-dancing-nyc-1963-ar00534,Female,1923
97142,"Arbus, Diane",5271,"Mrs T.Charlton Henry in an Evening Gown, Philadelphia, Pa. 1965","Photograph, gelatine silver print on paper",1965,2009,36.7,37.7,http://www.tate.org.uk/art/artworks/arbus-mrs-tcharlton-henry-in-an-evening-gown-philadelphia-pa-1965-ar00535,Female,1923
97143,"Arbus, Diane",5271,"Girl in a Watch Cap, N.Y.C. 1965","Photograph, gelatine silver print on paper",1965,2009,36.6,37,http://www.tate.org.uk/art/artworks/arbus-girl-in-a-watch-cap-nyc-1965-ar00536,Female,1923
97144,"Arbus, Diane",5271,"Young Man and His Pregnant Wife in Washington Square Park, N.Y.C. 1965","Photograph, gelatine silver print on paper",1965,2009,37.5,38.1,http://www.tate.org.uk/art/artworks/arbus-young-man-and-his-pregnant-wife-in-washington-square-park-nyc-1965-ar00537,Female,1923
97145,"Arbus, Diane",5271,"Woman with a Locket in Washington Square Park, N.Y.C. 1965","Photograph, gelatine silver print on paper",1965,2009,36.4,36.7,http://www.tate.org.uk/art/artworks/arbus-woman-with-a-locket-in-washington-square-park-nyc-1965-ar00538,Female,1923
97146,"Arbus, Diane",5271,"Woman in a Rose Hat, N.Y.C. 1966","Photograph, gelatine silver print on paper",1966,2009,36.2,37.2,http://www.tate.org.uk/art/artworks/arbus-woman-in-a-rose-hat-nyc-1966-ar00539,Female,1923
97147,"Arbus, Diane",5271,"Puerto Rican Woman with a Beauty Mark, N.Y.C. 1965","Photograph, gelatine silver print on paper",1965,2009,36.7,37.1,http://www.tate.org.uk/art/artworks/arbus-puerto-rican-woman-with-a-beauty-mark-nyc-1965-ar00540,Female,1923
97148,"Arbus, Diane",5271,"Patriotic Young Man with a Flag, N.Y.C. 1967","Photograph, gelatine silver print on paper",1967,2009,37.2,36.1,http://www.tate.org.uk/art/artworks/arbus-patriotic-young-man-with-a-flag-nyc-1967-ar00541,Female,1923
97149,"Arbus, Diane",5271,"A Child Crying, N.J. 1967","Photograph, gelatine silver print on paper",1967,2009,36.8,37,http://www.tate.org.uk/art/artworks/arbus-a-child-crying-nj-1967-ar00542,Female,1923
97150,"Arbus, Diane",5271,"Masked Man at a Ball, N.Y.C. 1967","Photograph, gelatine silver print on paper",1967,2009,37.2,36.8,http://www.tate.org.uk/art/artworks/arbus-masked-man-at-a-ball-nyc-1967-ar00543,Female,1923
97151,"Arbus, Diane",5271,"Superstar at Home, N.Y.C. 1968","Photograph, gelatine silver print on paper",1968,2009,36.4,36,http://www.tate.org.uk/art/artworks/arbus-superstar-at-home-nyc-1968-ar00544,Female,1923
97152,"Arbus, Diane",5271,"Two Friends at Home, N.Y.C. 1965","Photograph, gelatine silver print on paper",1965,2009,36.7,37,http://www.tate.org.uk/art/artworks/arbus-two-friends-at-home-nyc-1965-ar00545,Female,1923
97153,"Arbus, Diane",5271,"Two Friends in the Park, N.Y.C. 1965","Photograph, gelatine silver print on paper",1965,2009,38.1,37.2,http://www.tate.org.uk/art/artworks/arbus-two-friends-in-the-park-nyc-1965-ar00546,Female,1923
97154,"Arbus, Diane",5271,Naked Man Being a Woman N.Y.C. 1968,"Photograph, gelatine silver print on paper",1968,2009,36.2,36.8,http://www.tate.org.uk/art/artworks/arbus-naked-man-being-a-woman-nyc-1968-ar00547,Female,1923
97155,"Arbus, Diane",5271,"A Very Young Baby, N.Y.C. 1968","Photograph, gelatine silver print on paper",1968,2009,36.7,37,http://www.tate.org.uk/art/artworks/arbus-a-very-young-baby-nyc-1968-ar00548,Female,1923
97156,"Arbus, Diane",5271,"Topless Dancer in her Dressing Room, San Francisco, Cal. 1968","Photograph, gelatine silver print on paper",1968,2009,37.1,37.4,http://www.tate.org.uk/art/artworks/arbus-topless-dancer-in-her-dressing-room-san-francisco-cal-1968-ar00549,Female,1923
97157,"Arbus, Diane",5271,"Four People at a Gallery Opening, N.Y.C. 1968","Photograph, gelatine silver print on paper",1968,2009,37.1,37.5,http://www.tate.org.uk/art/artworks/arbus-four-people-at-a-gallery-opening-nyc-1968-ar00550,Female,1923
97158,"Arbus, Diane",5271,"Girl Sitting on Her Bed with Her Shirt Off, N.Y.C. 1968","Photograph, gelatine silver print on paper",1968,2009,37,36.9,http://www.tate.org.uk/art/artworks/arbus-girl-sitting-on-her-bed-with-her-shirt-off-nyc-1968-ar00551,Female,1923
97159,"Arbus, Diane",5271,"Jorge Luis Borges in Central Park, N.Y.C. 1969","Photograph, gelatine silver print on paper",1968,2009,37.8,38.5,http://www.tate.org.uk/art/artworks/arbus-jorge-luis-borges-in-central-park-nyc-1969-ar00552,Female,1923
97160,"Arbus, Diane",5271,"Man at a Parade on Fifth Avenue, N.Y.C. 1969","Photograph, gelatine silver print on paper",1969,2009,37,36.7,http://www.tate.org.uk/art/artworks/arbus-man-at-a-parade-on-fifth-avenue-nyc-1969-ar00553,Female,1923
97161,"Arbus, Diane",5271,"Elderly Couple on a Park Bench, N.Y.C.1969","Photograph, gelatine silver print on paper",1969,2009,36.4,37.6,http://www.tate.org.uk/art/artworks/arbus-elderly-couple-on-a-park-bench-nyc1969-ar00554,Female,1923
97162,"Arbus, Diane",5271,"Albino Sword Swallower at a Carnival, Md. 1970","Photograph, gelatine silver print on paper",1970,2009,37.2,37.2,http://www.tate.org.uk/art/artworks/arbus-albino-sword-swallower-at-a-carnival-md-1970-ar00555,Female,1923
97163,"Arbus, Diane",5271,"Two Men Dancing at a Drag Ball, N.Y.C. 1970","Photograph, gelatine silver print on paper",1970,2009,37.1,37.8,http://www.tate.org.uk/art/artworks/arbus-two-men-dancing-at-a-drag-ball-nyc-1970-ar00556,Female,1923
97164,"Arbus, Diane",5271,"Tattooed Man at a Carnival, Md.","Photograph, gelatine silver print on paper",1970,2009,36.8,37.1,http://www.tate.org.uk/art/artworks/arbus-tattooed-man-at-a-carnival-md-ar00557,Female,1923
