year,brand,funny,patriotic,celebrity,danger,animals,views,likes,dislikes,superbowl_ads_dot_com_url,youtube_url
2007,Coca-Cola,FALSE,FALSE,FALSE,FALSE,TRUE,11311,29,3,https://superbowl-ads.com/2007-coca-cola-happiness-factory/,https://www.youtube.com/watch?v=NwZpO6saPxI
2007,Budweiser,FALSE,FALSE,FALSE,TRUE,TRUE,48035,47,2,https://superbowl-ads.com/2007-budweiser-dalmatian/,https://www.youtube.com/watch?v=esOPYOeotTU
2013,Doritos,TRUE,FALSE,FALSE,FALSE,FALSE,1404745,2491,359,https://superbowl-ads.com/video-doritos-2013-super-bowl-xlvii-ad-fashionista-daddy/,https://www.youtube.com/watch?v=w_2k5LMeduc
2010,Bud Light,TRUE,FALSE,TRUE,FALSE,FALSE,34565,100,6,https://superbowl-ads.com/hd-exclusive-bud-light-auto-tune-t-pain-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=bDhjcP02GQg
2009,Doritos,TRUE,FALSE,FALSE,TRUE,TRUE,640393,1921,215,https://superbowl-ads.com/2009-doritos-power-of-the-crunch/,https://www.youtube.com/watch?v=7DZao4kN73M
2009,Coca-Cola,TRUE,FALSE,TRUE,TRUE,FALSE,45799,99,7,https://superbowl-ads.com/2009-coke-zero-mean-troy/,https://www.youtube.com/watch?v=XKFUcEkIbEg
2009,Pepsi,FALSE,TRUE,TRUE,TRUE,FALSE,1294,7,0,https://superbowl-ads.com/2009-pepsi-anthem/,https://www.youtube.com/watch?v=WIzKwJmYLNs
2001,E-Trade,FALSE,FALSE,FALSE,TRUE,TRUE,103433,167,7,https://superbowl-ads.com/2001-etrade-dot-com-ghost-town/,https://www.youtube.com/watch?v=ONZFkqzuMjI
2018,Bud Light,TRUE,FALSE,FALSE,TRUE,TRUE,41441,224,7,https://superbowl-ads.com/bud-light-ye-olde-pep-talk/,https://www.youtube.com/watch?v=xza7T89Lda4
2010,Kia,TRUE,FALSE,FALSE,FALSE,TRUE,50850,92,4,https://superbowl-ads.com/hd-exclusive-kias-big-game-commercial-2010-super-bowl-44-xliv-ad/,https://www.youtube.com/watch?v=7q2yVq6fDEg
2008,Doritos,TRUE,FALSE,FALSE,TRUE,FALSE,232124,988,31,https://superbowl-ads.com/2008-doritos-mouse-trap/,https://www.youtube.com/watch?v=h8qgk5tXuUA
2012,Coca-Cola,FALSE,FALSE,FALSE,FALSE,TRUE,10925,71,18,https://superbowl-ads.com/2012-coca-cola-superstition/,https://www.youtube.com/watch?v=x1nttVdja9s
2011,Hynudai,FALSE,FALSE,FALSE,FALSE,TRUE,92,1,0,https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-deprogramming-video/,https://www.youtube.com/watch?v=32d5c_IW2Xc
2008,Coca-Cola,TRUE,TRUE,TRUE,FALSE,FALSE,14267,36,2,https://superbowl-ads.com/2008-coca-cola-political-parties/,https://www.youtube.com/watch?v=2_LWZe2BGaE
2002,Bud Light,TRUE,FALSE,FALSE,TRUE,FALSE,67452,270,15,https://superbowl-ads.com/2002-bud-light-satin-sheets/,https://www.youtube.com/watch?v=-LwSb4cCAnw
2013,Kia,TRUE,FALSE,FALSE,FALSE,TRUE,10338,39,2,https://superbowl-ads.com/video-2013-kia-super-bowl-xlvii-commercial-space-babies/,https://www.youtube.com/watch?v=k5vbGQb7jR0
2008,Pepsi,TRUE,FALSE,TRUE,TRUE,FALSE,236941,594,14,https://superbowl-ads.com/2008-pepsi-every-sip-with-justin-timberlake/,https://www.youtube.com/watch?v=AKKM8sP24BE
2011,Hynudai,FALSE,FALSE,FALSE,FALSE,FALSE,56,0,0,https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-anachronistic-city-video/,https://www.youtube.com/watch?v=-BVMOKtawUk
2008,Bud Light,TRUE,TRUE,TRUE,FALSE,FALSE,729583,588,180,https://superbowl-ads.com/2008-bud-light-language-of-love/,https://www.youtube.com/watch?v=Ao0x4zsb724
2008,Bud Light,TRUE,FALSE,TRUE,FALSE,FALSE,1060001,1384,121,https://superbowl-ads.com/2008-bud-light-jackie-moon-will-ferrell/,https://www.youtube.com/watch?v=ecqiZn2DDFQ
2010,E-Trade,TRUE,FALSE,FALSE,FALSE,FALSE,1046640,1206,58,https://superbowl-ads.com/hd-exclusive-e-trade-baby-girlfriend-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=tbLTl7egwlU
2013,Budweiser,FALSE,FALSE,FALSE,FALSE,FALSE,236,1,0,https://superbowl-ads.com/video-budweiser-black-crown-2013-super-bowl-xlvii-ad-celebration/,https://www.youtube.com/watch?v=2WNvlXoDs7w
2001,Pepsi,TRUE,FALSE,FALSE,FALSE,FALSE,65162,109,4,https://superbowl-ads.com/2001-pepsi-roller-coaster/,https://www.youtube.com/watch?v=MwfL-DkL1Vg
2018,Coca-Cola,FALSE,FALSE,FALSE,FALSE,FALSE,179,1,0,https://superbowl-ads.com/diet-coke-twisted-mango-groove/,https://www.youtube.com/watch?v=nkGd47iB-wU
2003,Bud Light,TRUE,FALSE,FALSE,FALSE,FALSE,177285,229,10,https://superbowl-ads.com/2003-bud-light-upside-down-clown/,https://www.youtube.com/watch?v=DTvxyDwP2CA
2011,Pepsi,TRUE,FALSE,FALSE,TRUE,FALSE,204026,476,159,https://superbowl-ads.com/2011-pepsi-max-love-hurts/,https://www.youtube.com/watch?v=r4eyQBvcBUA
2018,E-Trade,TRUE,TRUE,FALSE,FALSE,FALSE,34440,178,11,https://superbowl-ads.com/etrade-commercial-this-is-getting-old/,https://www.youtube.com/watch?v=Qx5-AZlfjp4
2008,Coca-Cola,TRUE,FALSE,TRUE,TRUE,TRUE,62538,217,4,https://superbowl-ads.com/2008-coca-cola-its-mine/,https://www.youtube.com/watch?v=-ACk9mRky5k
2013,Kia,TRUE,FALSE,FALSE,TRUE,FALSE,28847,154,10,https://superbowl-ads.com/video-kia-forte-2013-super-bowl-xlvii-commercial-hot-bots/,https://www.youtube.com/watch?v=yhPBzlB6VJI
2014,Coca-Cola,FALSE,TRUE,FALSE,FALSE,TRUE,92878,450,88,https://superbowl-ads.com/2014-coca-cola-its-beautiful/,https://www.youtube.com/watch?v=D4BC8zUfNhU
2012,Budweiser,FALSE,TRUE,FALSE,FALSE,TRUE,10,0,0,https://superbowl-ads.com/2012-budweiser-return-of-the-king/,https://www.youtube.com/watch?v=TieDNumMwOc
2004,Bud Light,TRUE,FALSE,FALSE,TRUE,TRUE,5699,27,1,https://superbowl-ads.com/2004-bud-light-fergus/,https://www.youtube.com/watch?v=j7QA9oHpduk
2007,Bud Light,TRUE,FALSE,TRUE,FALSE,FALSE,955616,1301,134,https://superbowl-ads.com/2007-bud-light-class-with-carlos-mencia/,https://www.youtube.com/watch?v=670X2MCWzK0
2007,Budweiser,FALSE,FALSE,TRUE,FALSE,FALSE,186,0,0,https://superbowl-ads.com/2007-budweiser-don-shula-vs-jayz/,https://www.youtube.com/watch?v=YnGpb8lbPOI
2019,Kia,FALSE,TRUE,FALSE,FALSE,FALSE,518,2,1,https://superbowl-ads.com/2019-kia-the-great-unknowns-what-if/,https://www.youtube.com/watch?v=nONhop0Kq-E
2003,Bud Light,TRUE,FALSE,FALSE,FALSE,FALSE,175482,268,15,https://superbowl-ads.com/2003-bud-light-mother-in-law/,https://www.youtube.com/watch?v=RuIXFuwLb2s
2018,Toyota,TRUE,TRUE,FALSE,FALSE,FALSE,353513,1448,222,https://superbowl-ads.com/toyota-2018-big-game-ad-one-team/,https://www.youtube.com/watch?v=QwF3ipuNyfc
2003,Budweiser,TRUE,FALSE,FALSE,FALSE,TRUE,2732,8,0,https://superbowl-ads.com/2003-budweiser-instant-replay/,https://www.youtube.com/watch?v=hM79LTkT7ek
2013,Budweiser,FALSE,FALSE,FALSE,FALSE,TRUE,246619,2225,64,https://superbowl-ads.com/video-budweiser-2013-super-bowl-xlvii-ad-the-clydesdales-brotherhood/,https://www.youtube.com/watch?v=eJucRz8kYo0
2010,Budweiser,TRUE,TRUE,FALSE,FALSE,TRUE,42,1,0,https://superbowl-ads.com/hd-exclusive-budweiser-body-bridge-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=IQHlA9qKJv4
2003,Bud Light,TRUE,FALSE,FALSE,FALSE,TRUE,16083,60,3,https://superbowl-ads.com/2003-bud-light-no-pets-allowed/,https://www.youtube.com/watch?v=BKexURCYxtk
2002,E-Trade,TRUE,FALSE,FALSE,FALSE,TRUE,1361,9,0,https://superbowl-ads.com/2002-etrade-monkey-musical/,https://www.youtube.com/watch?v=SK1i1iyE7RA
2006,Budweiser,TRUE,FALSE,FALSE,TRUE,FALSE,120196,167,15,https://superbowl-ads.com/2006-budweiser-on-the-roof/,https://www.youtube.com/watch?v=q05QIp5qbnY
2012,Coca-Cola,FALSE,FALSE,FALSE,TRUE,TRUE,22849816,92333,42386,https://superbowl-ads.com/2012-coca-cola-catch-ne-bear/,https://www.youtube.com/watch?v=S2nBBMbjS8w
2019,Bud Light,TRUE,FALSE,FALSE,FALSE,FALSE,125,2,0,https://superbowl-ads.com/2019-bud-light-trojan-horse-occupants/,https://www.youtube.com/watch?v=nScg3KmA_6k
2007,Toyota,FALSE,FALSE,FALSE,FALSE,FALSE,286010,221,62,https://superbowl-ads.com/2007-toyota-tundra-see-saw/,https://www.youtube.com/watch?v=D81uh6I-2Q4
2014,Hynudai,TRUE,FALSE,FALSE,TRUE,FALSE,32557,202,7,https://superbowl-ads.com/2014-hyundai-genesis-dads-sixth-sense/,https://www.youtube.com/watch?v=CyK63f0I1P0
2006,Pepsi,TRUE,FALSE,TRUE,TRUE,FALSE,69440,70,7,https://superbowl-ads.com/2006-diet-pepsi-jackie-chan/,https://www.youtube.com/watch?v=sx0i7WgBOvs
2006,Pepsi,TRUE,FALSE,TRUE,FALSE,FALSE,6430,45,0,https://superbowl-ads.com/2006-diet-pepsi-brown-and-bubbly/,https://www.youtube.com/watch?v=d8f-PiELHls
2015,Pepsi,FALSE,FALSE,FALSE,FALSE,TRUE,998,3,0,https://superbowl-ads.com/pepsi-2015-super-bowl-xlix-ad-halftime-touches-down/,https://www.youtube.com/watch?v=IUU_ygKs3jA
2012,Bud Light,FALSE,FALSE,FALSE,FALSE,FALSE,21314,29,5,https://superbowl-ads.com/2012-bud-light-platinum-factory/,https://www.youtube.com/watch?v=3LPLXuHlOCI
2009,Doritos,TRUE,FALSE,FALSE,TRUE,FALSE,20130,46,6,https://superbowl-ads.com/2009-doritos-crystal-ball/,https://www.youtube.com/watch?v=Fdz0Q0GiEcc
2006,Budweiser,TRUE,FALSE,FALSE,FALSE,TRUE,746836,2179,78,https://superbowl-ads.com/2006-budweiser-streaker/,https://www.youtube.com/watch?v=Zb3fhsfs6ZU
2014,Bud Light,FALSE,FALSE,FALSE,FALSE,FALSE,9649,32,2,https://superbowl-ads.com/2014-bud-light-cool-twist/,https://www.youtube.com/watch?v=_l1nWWiut0I
2005,Pepsi,TRUE,FALSE,TRUE,FALSE,FALSE,43983,93,5,https://superbowl-ads.com/2005-diet-pepsi-pdiddy/,https://www.youtube.com/watch?v=eXfNnSOOoVc
2005,Bud Light,TRUE,FALSE,TRUE,FALSE,TRUE,3183,4,0,https://superbowl-ads.com/2005-bud-light-cedric-stranded/,https://www.youtube.com/watch?v=Q5Hu_FBUIsk
2005,Bud Light,TRUE,FALSE,TRUE,FALSE,TRUE,3183,4,0,https://superbowl-ads.com/2005-bud-light-cedric-stranded/,https://www.youtube.com/watch?v=Q5Hu_FBUIsk
2005,Bud Light,TRUE,FALSE,TRUE,FALSE,TRUE,3183,4,0,https://superbowl-ads.com/2005-bud-light-cedric-stranded/,https://www.youtube.com/watch?v=Q5Hu_FBUIsk
2005,Bud Light,TRUE,FALSE,TRUE,FALSE,TRUE,3183,4,0,https://superbowl-ads.com/2005-bud-light-cedric-stranded/,https://www.youtube.com/watch?v=Q5Hu_FBUIsk
2007,Bud Light,TRUE,FALSE,FALSE,FALSE,TRUE,162,0,0,https://superbowl-ads.com/2007-bud-light-apes-plan/,https://www.youtube.com/watch?v=osn2rzClKh0
2005,Pepsi,TRUE,FALSE,TRUE,FALSE,FALSE,293,3,0,https://superbowl-ads.com/2005-diet-pepsi-hot-guy/,https://www.youtube.com/watch?v=bHY2miRSwh4
2015,Budweiser,FALSE,TRUE,FALSE,TRUE,TRUE,491630,2327,37,https://superbowl-ads.com/2015-budweiser-lost-dog/,https://www.youtube.com/watch?v=otCxSnu_HXA
2019,Bud Light,TRUE,FALSE,FALSE,TRUE,TRUE,7658201,94799,12789,https://superbowl-ads.com/2019-bud-light-game-of-thrones-joust/,https://www.youtube.com/watch?v=8fhOItB0zUM
2004,Bud Light,TRUE,FALSE,TRUE,FALSE,FALSE,39730,37,1,https://superbowl-ads.com/2004-bud-light-cedric-gets-massage/,https://www.youtube.com/watch?v=gWqR28uRxXw
2003,Budweiser,TRUE,FALSE,FALSE,FALSE,FALSE,21813,10,0,https://superbowl-ads.com/2003-budweiser-roommate/,https://www.youtube.com/watch?v=R67qcUIbFhs
2009,E-Trade,TRUE,FALSE,FALSE,FALSE,FALSE,358142,763,24,https://superbowl-ads.com/2009-etrade-talking-baby/,https://www.youtube.com/watch?v=PlqWRADszb0
2013,Pepsi,TRUE,FALSE,FALSE,FALSE,FALSE,987,2,0,https://superbowl-ads.com/video-2013-pepsi-next-super-bowl-xlvii-commercial-party/,https://www.youtube.com/watch?v=WAySopBmbtI
2004,Budweiser,TRUE,FALSE,TRUE,FALSE,TRUE,88458,351,6,https://superbowl-ads.com/2004-budweiser-lipstick/,https://www.youtube.com/watch?v=zM4rU4jit5k
2009,Hynudai,FALSE,FALSE,FALSE,FALSE,FALSE,7253,6,1,https://superbowl-ads.com/2009-hyundai-assurance-contract/,https://www.youtube.com/watch?v=lzQ2NeqjYS0
2014,Budweiser,FALSE,TRUE,FALSE,FALSE,TRUE,81183,232,38,https://superbowl-ads.com/2014-budweiser-puppy-love/,https://www.youtube.com/watch?v=gUGGepL5gGU
2015,Coca-Cola,FALSE,FALSE,FALSE,FALSE,FALSE,48617,331,18,https://superbowl-ads.com/2015-coca-cola-make-it-happy/,https://www.youtube.com/watch?v=1AeG8tCzTGw
2003,NFL,FALSE,FALSE,TRUE,FALSE,FALSE,18670,42,1,https://superbowl-ads.com/2003-nfl-crazy-with-don-cheadle/,https://www.youtube.com/watch?v=Bs0Iwwl-5Lk
2012,Doritos,TRUE,FALSE,FALSE,FALSE,FALSE,176373378,275362,92990,https://superbowl-ads.com/2012-doritos-sling-baby/,https://www.youtube.com/watch?v=6SWNLDdnz0A
2002,Pepsi,FALSE,FALSE,TRUE,FALSE,FALSE,385777,5929,73,https://superbowl-ads.com/2002-pepsi-generations-with-britney-spears/,https://www.youtube.com/watch?v=TG4giyL-4Sk
2002,Bud Light,TRUE,FALSE,TRUE,TRUE,FALSE,4641,19,0,https://superbowl-ads.com/2002-bud-light-cedric-advice/,https://www.youtube.com/watch?v=OfLLLnAngZI
2000,Budweiser,TRUE,FALSE,FALSE,FALSE,FALSE,3624622,24840,521,https://superbowl-ads.com/2000-budweiser-whaasup/,https://www.youtube.com/watch?v=JJmqCKtJnxM
2001,Bud Light,TRUE,FALSE,TRUE,FALSE,FALSE,998,3,0,https://superbowl-ads.com/2001-bud-light-cedric-the-entertainer/,https://www.youtube.com/watch?v=h-HHbtwX5vY
2013,Hynudai,FALSE,FALSE,FALSE,FALSE,FALSE,1190,5,0,https://superbowl-ads.com/video-2013-hyundai-genesis-super-bowl-xlvii-commercial/,https://www.youtube.com/watch?v=mOatp4Xi7IU
2015,Toyota,FALSE,TRUE,FALSE,FALSE,FALSE,32091,266,6,https://superbowl-ads.com/toyota-camry-2015-super-bowl-xlix-ad-my-bold-dad/,https://www.youtube.com/watch?v=9u4--TxE2gI
2000,Budweiser,TRUE,FALSE,FALSE,TRUE,TRUE,111442,163,5,https://superbowl-ads.com/2000-budweiser-rex/,https://www.youtube.com/watch?v=GgXsLHifz9k
2001,Doritos,TRUE,FALSE,TRUE,FALSE,FALSE,2985,15,0,https://superbowl-ads.com/2001-doritos-ali-landry/,https://www.youtube.com/watch?v=xbrvsJZSxok
2016,Doritos,TRUE,FALSE,FALSE,FALSE,TRUE,1214968,2534,60,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-doritos-dogs/,https://www.youtube.com/watch?v=MNRAdrB9TSs
2008,Bud Light,TRUE,FALSE,FALSE,FALSE,FALSE,9335,12,1,https://superbowl-ads.com/2008-bud-light-ability-to-fly/,https://www.youtube.com/watch?v=-axbiEJiRGw
2007,Doritos,TRUE,FALSE,FALSE,FALSE,FALSE,292010,244,74,https://superbowl-ads.com/2007-doritos-check-out-girl/,https://www.youtube.com/watch?v=nIcFZzdXSrU
2001,Pepsi,TRUE,TRUE,TRUE,FALSE,TRUE,12106,10,1,https://superbowl-ads.com/2001-pepsi-bob-dole/,https://www.youtube.com/watch?v=6h7wifUL8mk
2012,Budweiser,FALSE,TRUE,FALSE,FALSE,TRUE,220292,572,100,https://superbowl-ads.com/2012-budweiser-eternal-optimism/,https://www.youtube.com/watch?v=_GeiOdHsW_8
2001,Pepsi,TRUE,FALSE,TRUE,TRUE,FALSE,1475,14,0,https://superbowl-ads.com/2001-pepsi-kasparov-vs-pepsi-machine/,https://www.youtube.com/watch?v=pldGc0Cpf84
2001,E-Trade,TRUE,FALSE,FALSE,TRUE,FALSE,6513,12,4,https://superbowl-ads.com/2001-etrade-security-guard/,https://www.youtube.com/watch?v=39BL7iqe6pQ
2001,Budweiser,FALSE,FALSE,TRUE,FALSE,FALSE,77142,334,4,https://superbowl-ads.com/2001-budweiser-nsync/,https://www.youtube.com/watch?v=H9YdunAo3Ug
