city,highway,emissions,displacement,year,make,model,powertrain,category,subcategory
23.8555,28.938,341,2.4,2020,Mitsubishi,Outlander 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.0813,26.9982,402,3,2020,Mitsubishi,Outlander 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
25,26,174,2,2020,Mitsubishi,Outlander PHEV,Plug-in Hybrid,SUV/Van,Small Sport Utility Vehicle 4WD
24.3268,30.0243,331,2,2020,Mitsubishi,Outlander Sport 2WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
23,29.2404,354,2.4,2020,Mitsubishi,Outlander Sport 2WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
23.4239,28.867,344,2,2020,Mitsubishi,Outlander Sport 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
23.0094,28,353,2.4,2020,Mitsubishi,Outlander Sport 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19.2877,26.4025,406,3.7,2020,Nissan,370Z,Gasoline,TwoSeater,Two Seaters
16.9285,25.5432,445,3.7,2020,Nissan,370Z,Gasoline,TwoSeater,Two Seaters
18.2452,24.9402,429,3.7,2020,Nissan,370Z Roadster,Gasoline,TwoSeater,Two Seaters
28,38.6671,278,2.5,2020,Nissan,Altima,Gasoline,Car,Midsize Cars
26,35.9247,300,2.5,2020,Nissan,Altima AWD,Gasoline,Car,Midsize Cars
25,35.1195,307,2.5,2020,Nissan,Altima AWD SR/Platinum,Gasoline,Car,Midsize Cars
27.4682,36.5736,288,2.5,2020,Nissan,Altima SR/Platinum,Gasoline,Car,Midsize Cars
25.4106,33.8035,311,2,2020,Nissan,Altima SR/Platinum,Gasoline,Car,Midsize Cars
14.133,19.3083,553,5.6,2020,Nissan,Armada 2WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 2WD
13,18,593,5.6,2020,Nissan,Armada 4WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
16.3188,21.6719,482,3.8,2020,Nissan,GT-R,Gasoline,Small Car,Subcompact Cars
20,29.9408,378,3.5,2020,Nissan,Maxima,Gasoline,Car,Midsize Cars
19.7892,28.3468,388,3.5,2020,Nissan,Murano AWD,Gasoline,Wagon,Midsize Station Wagons
20.1635,28,386,3.5,2020,Nissan,Murano FWD,Gasoline,Wagon,Midsize Station Wagons
19.8917,27.2199,392,3.5,2020,Nissan,Pathfinder 2WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
19.5124,26.5272,401,3.5,2020,Nissan,Pathfinder 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.8536,25.8037,414,3.5,2020,Nissan,Pathfinder 4WD Platinum,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
24.8544,31.5041,324,2.5,2020,Nissan,Rogue AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
25.7228,33.0645,312,2.5,2020,Nissan,Rogue FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
31.7168,40.3268,253,1.6,2020,Nissan,Versa,Gasoline,Car,Compact Cars
27,35,296,1.6,2020,Nissan,Versa,Gasoline,Car,Compact Cars
18,23,445,3,2020,Porsche,911 Carrera 4S,Gasoline,Small Car,Minicompact Cars
18,23,445,3,2020,Porsche,911 Carrera 4S Cabriolet,Gasoline,Small Car,Minicompact Cars
18,24.3654,444,3,2020,Porsche,911 Carrera S,Gasoline,Small Car,Minicompact Cars
18.4859,23,444,3,2020,Porsche,911 Carrera S Cabriolet,Gasoline,Small Car,Minicompact Cars
18.8536,22.8462,432,3,2020,Porsche,Cayenne,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
17.9691,22.4473,448,2.9,2020,Porsche,Cayenne S,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
15.1221,19,529,4,2020,Porsche,Cayenne Turbo,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
19.2857,23,426,2,2020,Porsche,Macan,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.2,23.1,438,3,2020,Porsche,Macan S,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19,27,401,3,2020,Porsche,Panamera,Gasoline,Car,Large Cars
19,26,407,3,2020,Porsche,Panamera 4,Gasoline,Car,Large Cars
19,26,407,3,2020,Porsche,Panamera 4 Executive,Gasoline,Car,Large Cars
19.2932,26.3231,403,3,2020,Porsche,Panamera 4 ST,Gasoline,Car,Large Cars
18,26.3879,419,2.9,2020,Porsche,Panamera 4S,Gasoline,Car,Large Cars
18,26.3879,419,2.9,2020,Porsche,Panamera 4S Executive,Gasoline,Car,Large Cars
18,24,440,2.9,2020,Porsche,Panamera 4S ST,Gasoline,Car,Large Cars
16.1793,23,474,4,2020,Porsche,Panamera GTS,Gasoline,Car,Large Cars
15,22.3807,503,4,2020,Porsche,Panamera GTS ST,Gasoline,Car,Large Cars
18.3385,25.478,420,4,2020,Porsche,Panamera Turbo,Gasoline,Car,Large Cars
18.3385,25.478,420,4,2020,Porsche,Panamera Turbo Exec,Gasoline,Car,Large Cars
19.2,22.1,289,4,2020,Porsche,Panamera Turbo S e-Hybrid,Plug-in Hybrid,Car,Large Cars
19.2,22.1,289,4,2020,Porsche,Panamera Turbo S e-Hybrid Executive,Plug-in Hybrid,Car,Large Cars
19.2,22.1,289,4,2020,Porsche,Panamera Turbo S e-Hybrid ST,Plug-in Hybrid,Car,Large Cars
17.5243,23.244,449,4,2020,Porsche,Panamera Turbo ST,Gasoline,Car,Large Cars
19.694,25.0847,407,3.6,2020,Ram,1500 2WD,Hybrid,Truck,Standard Pickup Trucks 2WD
16.7042,22.8793,467,5.7,2020,Ram,1500 2WD,Hybrid,Truck,Standard Pickup Trucks 2WD
14.5136,22.4805,514,5.7,2020,Ram,1500 2WD,Gasoline,Truck,Standard Pickup Trucks 2WD
22.4655,32.3515,390,3,2020,Ram,1500 2WD,Diesel,Truck,Standard Pickup Trucks 2WD
19.2932,24.2339,418,3.6,2020,Ram,1500 4WD,Hybrid,Truck,Standard Pickup Trucks 4WD
16.7059,21.932,475,5.7,2020,Ram,1500 4WD,Hybrid,Truck,Standard Pickup Trucks 4WD
14.5898,21.3781,523,5.7,2020,Ram,1500 4WD,Gasoline,Truck,Standard Pickup Trucks 4WD
21.2505,29.401,418,3,2020,Ram,1500 4WD,Diesel,Truck,Standard Pickup Trucks 4WD
20.3124,26.1934,394,3.6,2020,Ram,1500 HFE 2WD,Hybrid,Truck,Standard Pickup Trucks 2WD
11.7223,19.567,619,6.7,2020,Rolls-Royce,Cullinan,Gasoline,Wagon,Midsize Station Wagons
11.7223,19.567,619,6.7,2020,Rolls-Royce,Cullinan Black Badge,Gasoline,Wagon,Midsize Station Wagons
11.6311,18.2188,637,6.6,2020,Rolls-Royce,Dawn,Gasoline,Car,Compact Cars
11.6311,18.2188,637,6.6,2020,Rolls-Royce,Ghost,Gasoline,Car,Large Cars
11.6311,18.2188,637,6.6,2020,Rolls-Royce,Ghost EWB,Gasoline,Car,Large Cars
11.7348,19.8951,615,6.7,2020,Rolls-Royce,Phantom,Gasoline,Car,Large Cars
11.7348,19.8951,615,6.7,2020,Rolls-Royce,Phantom EWB,Gasoline,Car,Large Cars
11.9883,18.2739,624,6.6,2020,Rolls-Royce,Wraith,Gasoline,Car,Midsize Cars
20.5603,26.7005,386,2.4,2020,Subaru,Ascent,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
19.8039,25.6084,401,2.4,2020,Subaru,Ascent Limited/Touring,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
20.9339,28.5145,372,2,2020,Subaru,BRZ,Gasoline,Small Car,Minicompact Cars
24.2984,32.7237,322,2,2020,Subaru,BRZ,Gasoline,Small Car,Minicompact Cars
20.3124,27.3565,384,2,2020,Subaru,BRZ tS,Gasoline,Small Car,Minicompact Cars
22.3944,28.9563,355,2,2020,Subaru,Crosstrek AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
27.4614,33.2727,298,2,2020,Subaru,Crosstrek AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
26.1049,32.6393,309,2.5,2020,Subaru,Forester AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
23.2447,31.2288,337,2,2020,Subaru,Impreza 4-Door,Gasoline,Car,Midsize Cars
28.2741,36.1932,282,2,2020,Subaru,Impreza 4-Door,Gasoline,Car,Midsize Cars
23.5971,30.9153,335,2,2020,Subaru,Impreza 5-Door,Gasoline,Wagon,Small Station Wagons
27.7265,35.5231,288,2,2020,Subaru,Impreza 5-Door,Gasoline,Wagon,Small Station Wagons
23.3858,30.7898,337,2,2020,Subaru,Impreza Sport 4-Door,Gasoline,Car,Midsize Cars
27.1281,35.7879,291,2,2020,Subaru,Impreza Sport 4-Door,Gasoline,Car,Midsize Cars
22.3944,29.9708,351,2,2020,Subaru,Impreza Sport 5-Door,Gasoline,Wagon,Small Station Wagons
27.1962,35.0586,292,2,2020,Subaru,Impreza Sport 5-Door,Gasoline,Wagon,Small Station Wagons
26.8694,35.1445,295,2.5,2020,Subaru,Legacy AWD,Gasoline,Car,Large Cars
23.6674,32.3515,330,2.4,2020,Subaru,Legacy AWD,Gasoline,Car,Large Cars
26.0894,32.9477,308,2.5,2020,Subaru,Outback AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
23.2447,29.8444,343,2.4,2020,Subaru,Outback AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.5702,27.3169,382,2,2020,Subaru,WRX,Gasoline,Car,Compact Cars
18.2647,24.2339,422,2,2020,Subaru,WRX,Gasoline,Car,Compact Cars
16,21.9903,485,2.5,2020,Subaru,WRX,Gasoline,Car,Compact Cars
16.4046,18.9536,503,4,2020,Toyota,4Runner 2WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 2WD
15.8616,18.9036,515,4,2020,Toyota,4Runner 4WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
23.808,32.2893,328,2,2020,Toyota,86,Gasoline,Small Car,Minicompact Cars
20.9162,28.3671,373,2,2020,Toyota,86,Gasoline,Small Car,Minicompact Cars
21.5376,30.9011,354,3.5,2020,Toyota,Avalon,Gasoline,Car,Midsize Cars
43.237,43.213,203,2.5,2020,Toyota,Avalon Hybrid,Hybrid,Car,Midsize Cars
42.9632,44.48,201,2.5,2020,Toyota,Avalon Hybrid XLE,Hybrid,Car,Midsize Cars
22.2521,32.4757,341,3.5,2020,Toyota,Avalon XLE,Gasoline,Car,Midsize Cars
27.0745,31.2658,305,2,2020,Toyota,C-HR,Gasoline,Car,Compact Cars
22.3944,33.0332,338,3.5,2020,Toyota,Camry,Gasoline,Car,Midsize Cars
29,41.4291,264,2.5,2020,Toyota,Camry,Gasoline,Car,Midsize Cars
50.9899,52.7112,170,2.5,2020,Toyota,Camry Hybrid LE,Hybrid,Car,Midsize Cars
44.1939,47,195,2.5,2020,Toyota,Camry Hybrid XLE/SE,Hybrid,Car,Midsize Cars
27.7571,38.6989,279,2.5,2020,Toyota,Camry LE/SE,Gasoline,Car,Midsize Cars
21.7524,30.9781,354,3.5,2020,Toyota,Camry TRD,Gasoline,Car,Midsize Cars
27.4921,37.6217,284,2.5,2020,Toyota,Camry XLE/XSE,Gasoline,Car,Midsize Cars
22.0524,31.9782,345,3.5,2020,Toyota,Camry XSE,Gasoline,Car,Midsize Cars
30.8774,39.6137,257,2,2020,Toyota,Corolla,Gasoline,Car,Compact Cars
28.8174,36.4525,277,2,2020,Toyota,Corolla,Gasoline,Car,Compact Cars
29.786,38.1598,267,1.8,2020,Toyota,Corolla,Gasoline,Car,Compact Cars
29.2865,39.4367,266,1.8,2020,Toyota,Corolla,Gasoline,Car,Compact Cars
28.0101,37.0549,280,2,2020,Toyota,Corolla Hatchback,Gasoline,Car,Compact Cars
31.8662,41.1813,250,2,2020,Toyota,Corolla Hatchback,Gasoline,Car,Compact Cars
29.8859,38.3105,266,2,2020,Toyota,Corolla Hatchback XSE,Gasoline,Car,Compact Cars
53,52,170,1.8,2020,Toyota,Corolla Hybrid,Hybrid,Car,Compact Cars
28.8832,37.4703,274,1.8,2020,Toyota,Corolla XLE,Gasoline,Car,Compact Cars
30.5505,38.4903,265,2,2020,Toyota,Corolla XSE,Gasoline,Car,Compact Cars
23.7377,30.6012,334,3,2020,Toyota,GR Supra,Gasoline,TwoSeater,Two Seaters
12.6296,16.9437,618,5.7,2020,Toyota,Land Cruiser Wagon 4WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
54.4966,49.7304,169,1.8,2020,Toyota,Prius,Hybrid,Car,Midsize Cars
52,48.0503,176,1.8,2020,Toyota,Prius AWD,Hybrid,Car,Midsize Cars
48,43.041,193,1.5,2020,Toyota,Prius c,Hybrid,Car,Compact Cars
57.8088,53.3226,158,1.8,2020,Toyota,Prius Eco,Hybrid,Car,Midsize Cars
55.2206,53,78,1.8,2020,Toyota,Prius Prime,Plug-in Hybrid,Car,Midsize Cars
13.0795,17,609,5.7,2020,Toyota,Sequoia 2WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 2WD
12.7502,16.9819,618,5.7,2020,Toyota,Sequoia 4WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
18.6259,25.9706,417,3.5,2020,Toyota,Sienna 2WD,Gasoline,SUV/Van,Minivan - 2WD
17.5986,24.431,441,3.5,2020,Toyota,Sienna AWD,Gasoline,SUV/Van,Minivan - 4WD
18.7066,23.6408,431,3.5,2020,Toyota,Tacoma 2WD,Gasoline,Truck,Small Pickup Trucks 2WD
19.5124,23.3764,423,2.7,2020,Toyota,Tacoma 2WD,Gasoline,Truck,Small Pickup Trucks 2WD
18.1336,22.4226,448,3.5,2020,Toyota,Tacoma 4WD,Gasoline,Truck,Small Pickup Trucks 4WD
17.0777,20.571,481,3.5,2020,Toyota,Tacoma 4WD,Gasoline,Truck,Small Pickup Trucks 4WD
18.5595,22.2474,441,2.7,2020,Toyota,Tacoma 4WD,Gasoline,Truck,Small Pickup Trucks 4WD
17.0926,20.0574,483,3.5,2020,Toyota,Tacoma 4WD D-CAB MT TRD-ORP/PRO,Gasoline,Truck,Small Pickup Trucks 4WD
13.2284,17.741,595,5.7,2020,Toyota,Tundra 2WD,Gasoline,Truck,Standard Pickup Trucks 2WD
13.0818,16.6251,614,5.7,2020,Toyota,Tundra 4WD,Gasoline,Truck,Standard Pickup Trucks 4WD
30,39,264,1.5,2020,Toyota,Yaris,Gasoline,Car,Compact Cars
32.3109,40,252,1.5,2020,Toyota,Yaris,Gasoline,Car,Compact Cars
20.8185,24.1146,401,2,2020,Volkswagen,Atlas Cross Sport,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
18.4122,22.6055,439,2,2020,Volkswagen,Atlas Cross Sport 4motion,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
121.765,104.157,0,NA,2020,Volkswagen,e-Golf,EV,Car,Compact Cars
23.9544,32.1076,326,2,2020,Volkswagen,GTI,Gasoline,Car,Compact Cars
24.5388,32.957,319,2,2020,Volkswagen,Jetta,Gasoline,Car,Compact Cars
25.2479,32.471,315,2,2020,Volkswagen,Jetta,Gasoline,Car,Compact Cars
22.3233,29.0199,356,2,2020,Volkswagen,Tiguan,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
20.4572,26.9699,388,2,2020,Volkswagen,Tiguan 4motion,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.3224,31.8536,352,2,2020,Volvo,S60 AWD,Gasoline,Car,Compact Cars
28.1,33.5,151,2,2020,Volvo,S60 AWD PHEV,Plug-in Hybrid,Car,Compact Cars
23.4563,34.4479,322,2,2020,Volvo,S60 FWD,Gasoline,Car,Compact Cars
21.1786,31.1662,357,2,2020,Volvo,S90 AWD,Gasoline,Car,Midsize Cars
28.3,31.5,159,2,2020,Volvo,S90 AWD PHEV,Plug-in Hybrid,Car,Midsize Cars
28.1,33.5,151,2,2020,Volvo,V60 AWD PHEV,Plug-in Hybrid,Wagon,Small Station Wagons
21.5376,30.8526,354,2,2020,Volvo,V60 CC AWD,Gasoline,Wagon,Small Station Wagons
23.4563,34.4479,322,2,2020,Volvo,V60 FWD,Gasoline,Wagon,Small Station Wagons
21.1786,31.1662,357,2,2020,Volvo,V90 AWD,Gasoline,Wagon,Midsize Station Wagons
20.3848,29.5278,373,2,2020,Volvo,V90 CC AWD,Gasoline,Wagon,Midsize Station Wagons
22,33,339,2,2020,Volvo,V90 FWD,Gasoline,Wagon,Midsize Station Wagons
21.8954,30.4753,352,2,2020,Volvo,XC40 AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
23.2447,32.6618,331,2,2020,Volvo,XC40 FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
20.0948,27.4208,386,2,2020,Volvo,XC60 AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.4572,27.0988,387,2,2020,Volvo,XC60 AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
25.5,28.1,192,2,2020,Volvo,XC60 AWD PHEV,Plug-in Hybrid,SUV/Van,Small Sport Utility Vehicle 4WD
21.6093,29.0199,362,2,2020,Volvo,XC60 FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
20.4572,27.0988,387,2,2020,Volvo,XC90 AWD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
17.7091,26.1609,429,2,2020,Volvo,XC90 AWD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
26,28,193,2,2020,Volvo,XC90 AWD PHEV,Plug-in Hybrid,SUV/Van,Standard Sport Utility Vehicle 4WD
21.3942,29.8444,361,2,2020,Volvo,XC90 FWD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 2WD
