city,highway,emissions,displacement,year,make,model,powertrain,category,subcategory
19.0157,26.1901,410,3.5,2020,Infiniti,QX60 AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19.6509,26.7054,399,3.5,2020,Infiniti,QX60 FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
21.3942,27.8704,371,2,2020,Jaguar,E-Pace,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.9627,27.3565,379,2,2020,Jaguar,E-Pace P300,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.8954,26.6469,365,2,2020,Jaguar,F-Pace,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
17.6728,23.4426,446,3,2020,Jaguar,F-Pace,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
16.1793,21.4451,488,5,2020,Jaguar,F-Pace,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.6809,27.0344,373,2,2020,Jaguar,F-Pace 30t,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
15.5008,24.0365,481,5,2020,Jaguar,F-Type AWD Convertible,Gasoline,TwoSeater,Two Seaters
15.5008,24.0365,481,5,2020,Jaguar,F-Type AWD Coupe,Gasoline,TwoSeater,Two Seaters
22.962,29.9708,346,2,2020,Jaguar,F-Type Convertible,Gasoline,TwoSeater,Two Seaters
19.8039,27.6137,390,3,2020,Jaguar,F-Type Convertible,Gasoline,TwoSeater,Two Seaters
22.962,29.9708,346,2,2020,Jaguar,F-Type Coupe,Gasoline,TwoSeater,Two Seaters
19.8039,27.6137,390,3,2020,Jaguar,F-Type Coupe,Gasoline,TwoSeater,Two Seaters
18.117,25.6084,426,3,2020,Jaguar,F-Type S AWD Convertible,Gasoline,TwoSeater,Two Seaters
18.117,25.6084,426,3,2020,Jaguar,F-Type S AWD Coupe,Gasoline,TwoSeater,Two Seaters
19.0003,26.7155,407,3,2020,Jaguar,F-Type S Convertible,Gasoline,TwoSeater,Two Seaters
19.0003,26.7155,407,3,2020,Jaguar,F-Type S Coupe,Gasoline,TwoSeater,Two Seaters
15.5008,24.0365,481,5,2020,Jaguar,F-Type SVR AWD Convertible,Gasoline,TwoSeater,Two Seaters
15.5008,24.0365,481,5,2020,Jaguar,F-Type SVR AWD Coupe,Gasoline,TwoSeater,Two Seaters
79.8,71.96,0,NA,2020,Jaguar,I-Pace,EV,SUV/Van,Small Sport Utility Vehicle 4WD
25.1342,33.7731,312,2,2020,Jaguar,XE,Gasoline,Car,Compact Cars
23.6674,31.604,333,2,2020,Jaguar,XE 30t,Gasoline,Car,Compact Cars
23.8782,34.1416,321,2,2020,Jaguar,XE AWD,Gasoline,Car,Compact Cars
21.9668,30.3494,354,2,2020,Jaguar,XE AWD 30t,Gasoline,Car,Compact Cars
25.1342,33.7731,312,2,2020,Jaguar,XF,Gasoline,Car,Midsize Cars
23.4563,31.4791,335,2,2020,Jaguar,XF 30t,Gasoline,Car,Midsize Cars
23.2447,32.5377,333,2,2020,Jaguar,XF AWD,Gasoline,Car,Midsize Cars
19.6583,27.8704,390,3,2020,Jaguar,XF AWD,Gasoline,Car,Midsize Cars
22.2521,30.9153,349,2,2020,Jaguar,XF AWD 30t,Gasoline,Car,Midsize Cars
21.3224,28.3824,370,2,2020,Jaguar,XF Sportbrake AWD,Gasoline,Wagon,Midsize Station Wagons
18.1909,25.1517,428,3,2020,Jaguar,XF Sportbrake AWD,Gasoline,Wagon,Midsize Station Wagons
21.0347,29.2741,369,2,2020,Jeep,Cherokee 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.0347,29,370,2.4,2020,Jeep,Cherokee 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19.22,27.3565,400,3.2,2020,Jeep,Cherokee 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.3845,27.3563,387,2,2020,Jeep,Cherokee 4WD Active Drive II,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.4122,26.2248,416,3.2,2020,Jeep,Cherokee 4WD Active Drive II,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
22.6416,31.0679,345,2,2020,Jeep,Cherokee FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
21.7881,31.2287,352,2.4,2020,Jeep,Cherokee FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
19.7311,28.7628,387,3.2,2020,Jeep,Cherokee FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
19.9851,25.7038,400,2,2020,Jeep,Cherokee Trailhawk 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.2644,24,432,3.2,2020,Jeep,Cherokee Trailhawk 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.7524,30.1602,358,2.4,2020,Jeep,Compass 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.6785,30.8836,355,2.4,2020,Jeep,Compass 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
22.1809,30.8811,350,2.4,2020,Jeep,Compass FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
22.6786,32.2272,339,2.4,2020,Jeep,Compass FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
17.2268,21.9805,466,3.6,2020,Jeep,Gladiator Pickup 4WD,Gasoline,Truck,Standard Pickup Trucks 4WD
16.4046,22.5804,476,3.6,2020,Jeep,Gladiator Pickup 4WD,Gasoline,Truck,Standard Pickup Trucks 4WD
18.8533,25.8035,414,3.6,2020,Jeep,Grand Cherokee 2WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
18.4483,24.5623,427,3.6,2020,Jeep,Grand Cherokee 4WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
14.0551,21.6461,533,5.7,2020,Jeep,Grand Cherokee 4WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
12.8234,18.7387,592,6.4,2020,Jeep,Grand Cherokee SRT 4WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
11.2651,17.0907,664,6.2,2020,Jeep,Grand Cherokee Trackhawk 4WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
23.9833,31.7549,328,1.3,2020,Jeep,Renegade 2WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
21.7524,30.1602,357,2.4,2020,Jeep,Renegade 2WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
23.3153,28.9649,348,1.3,2020,Jeep,Renegade 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.0347,28.7646,371,2.4,2020,Jeep,Renegade 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.7524,26.9885,370,1.3,2020,Jeep,Renegade Trailhawk 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.3385,23,440,3.6,2020,Jeep,Wrangler 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.9296,24.0029,388,2,2020,Jeep,Wrangler 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
17.2268,24.5615,446,3.6,2020,Jeep,Wrangler 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.6331,22,444,3.6,2020,Jeep,Wrangler Unlimited 4WD,Hybrid,SUV/Van,Small Sport Utility Vehicle 4WD
18.1909,22,451,3.6,2020,Jeep,Wrangler Unlimited 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.7553,22.4429,414,2,2020,Jeep,Wrangler Unlimited 4WD,Hybrid,SUV/Van,Small Sport Utility Vehicle 4WD
21,22,423,2,2020,Jeep,Wrangler Unlimited 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
17.0031,23.244,459,3.6,2020,Jeep,Wrangler Unlimited 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
27.0633,35.4891,296,1.6,2020,Kia,Forte,Gasoline,Car,Midsize Cars
24.6475,32.3515,326,1.6,2020,Kia,Forte,Gasoline,Car,Midsize Cars
29.4931,39.6614,269,2,2020,Kia,Forte,Gasoline,Car,Midsize Cars
27.4002,36.9348,290,2,2020,Kia,Forte,Gasoline,Car,Midsize Cars
30.7457,41.1962,256,2,2020,Kia,Forte FE,Gasoline,Car,Midsize Cars
18.3385,25.0863,431,3.3,2020,Kia,K900,Gasoline,Car,Large Cars
26.8846,36.5766,292,1.6,2020,Kia,Optima,Gasoline,Car,Large Cars
21.0347,29.6545,371,2,2020,Kia,Optima,Gasoline,Car,Large Cars
24.1356,32.3202,330,2.4,2020,Kia,Optima,Gasoline,Car,Large Cars
25.1486,34.9304,311,2.4,2020,Kia,Optima FE,Gasoline,Car,Large Cars
39.7452,44.9007,213,2,2020,Kia,Optima Hybrid,Hybrid,Car,Midsize Cars
38.9306,44.11,97,2,2020,Kia,Optima Plug-in Hybrid,Plug-in Hybrid,Car,Midsize Cars
32.6158,40.7698,249,1.6,2020,Kia,Rio,Gasoline,Car,Compact Cars
18.4859,23.7551,436,3.3,2020,Kia,Sedona,Gasoline,SUV/Van,Minivan - 2WD
20.9627,26.2583,389,2.4,2020,Kia,Sorento AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.4751,23.5055,436,3.3,2020,Kia,Sorento AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.9668,28.574,363,2.4,2020,Kia,Sorento FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
19.0972,25.932,413,3.3,2020,Kia,Sorento FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
27.372,33.0102,303,2,2020,Kia,Soul,Gasoline,Wagon,Small Station Wagons
24.508,30.9781,332,2,2020,Kia,Soul,Gasoline,Wagon,Small Station Wagons
26.914,31.5033,309,1.6,2020,Kia,Soul,Gasoline,Wagon,Small Station Wagons
28.818,35.1195,287,2,2020,Kia,Soul Eco dynamics,Gasoline,Wagon,Small Station Wagons
127,101,0,NA,2020,Kia,Soul Electric,EV,Wagon,Small Station Wagons
21.6794,25.7476,386,2.4,2020,Kia,Sportage AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19.3663,24.4967,421,2,2020,Kia,Sportage AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
22.847,30.0396,351,2.4,2020,Kia,Sportage FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
20.1673,27.6137,392,2,2020,Kia,Sportage FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
21.2505,28.9563,368,2,2020,Kia,Stinger AWD,Gasoline,Car,Midsize Cars
17.251,24.56,449,3.3,2020,Kia,Stinger AWD,Gasoline,Car,Midsize Cars
21.715,29.0797,365,2,2020,Kia,Stinger RWD,Gasoline,Car,Midsize Cars
17.4778,24.6391,446,3.3,2020,Kia,Stinger RWD,Gasoline,Car,Midsize Cars
18.7019,24.3834,426,3.8,2020,Kia,Telluride AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.0948,26.4527,395,3.8,2020,Kia,Telluride FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
13.0797,18.2471,596,5.2,2020,Lamborghini,Huracan,Gasoline,TwoSeater,Two Seaters
13.0797,18.2471,596,5.2,2020,Lamborghini,Huracan Spyder,Gasoline,TwoSeater,Two Seaters
12.2803,16.6758,617,4,2020,Lamborghini,Urus,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
15.8782,20.6385,500,3,2020,Land Rover,Discovery,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
20.7463,25.6084,448,3,2020,Land Rover,Discovery,Diesel,SUV/Van,Standard Sport Utility Vehicle 4WD
18.6331,24.2996,427,2,2020,Land Rover,Discovery Sport,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19.8767,27.0344,394,2,2020,Land Rover,Evoque,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.8954,28.3185,412,3,2020,Land Rover,Range Rover,Diesel,SUV/Van,Standard Sport Utility Vehicle 4WD
16.3295,20.8405,491,5,2020,Land Rover,Range Rover,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
16.3295,20.8405,491,5,2020,Land Rover,Range Rover LWB,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
13.1325,18.5337,587,5,2020,Land Rover,Range Rover LWB SVA,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
19.22,24.89,415,3,2020,Land Rover,Range Rover MHEV,Hybrid,SUV/Van,Standard Sport Utility Vehicle 4WD
21.8954,28.3185,412,3,2020,Land Rover,Range Rover Sport,Diesel,SUV/Van,Standard Sport Utility Vehicle 4WD
16.7042,21.9137,474,5,2020,Land Rover,Range Rover Sport,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
14.5136,19.6238,540,5,2020,Land Rover,Range Rover Sport SVR,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
13.7484,18.6021,569,5,2020,Land Rover,Range Rover SVA,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
20.9627,26.5175,384,2,2020,Land Rover,Range Rover Velar,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
15.4621,20.4698,511,5,2020,Land Rover,Range Rover Velar,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.117,23.6408,439,3,2020,Land Rover,Range Rover Velar,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.0948,25.6084,399,2,2020,Land Rover,Range Rover Velar P300,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.117,23.6408,439,3,2020,Land Rover,Range Rover Velar P380,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
43,44.4853,201,2.5,2020,Lexus,ES 300h,Hybrid,Car,Midsize Cars
21.8323,32.1457,346,3.5,2020,Lexus,ES 350,Gasoline,Car,Midsize Cars
21.6093,31.1662,352,3.5,2020,Lexus,ES 350 F Sport,Gasoline,Car,Midsize Cars
19.9352,27.7252,388,3.5,2020,Lexus,GS 350,Gasoline,Car,Midsize Cars
19.1052,25.7246,422,3.5,2020,Lexus,GS 350 AWD,Gasoline,Car,Midsize Cars
18.7801,27.1633,405,3.5,2020,Lexus,GS 350 F Sport,Gasoline,Car,Midsize Cars
15.7756,24.3684,472,5,2020,Lexus,GS F,Gasoline,Car,Compact Cars
14.5136,19.0798,542,4.6,2020,Lexus,GX 460,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
20.9833,30.1028,363,2,2020,Lexus,IS 300,Gasoline,Car,Compact Cars
18,24,422,3.5,2020,Lexus,IS 300 AWD,Gasoline,Car,Compact Cars
19.9352,27.7252,388,3.5,2020,Lexus,IS 350,Gasoline,Car,Compact Cars
19.1052,25.7246,422,3.5,2020,Lexus,IS 350 AWD,Gasoline,Car,Compact Cars
15.5764,24.5678,473,5,2020,Lexus,LC 500,Gasoline,Small Car,Subcompact Cars
26.5071,34.5781,298,3.5,2020,Lexus,LC 500h,Hybrid,Small Car,Subcompact Cars
19.167,30.0112,389,3.4,2020,Lexus,LS 500,Gasoline,Car,Midsize Cars
17.8777,27.2941,420,3.4,2020,Lexus,LS 500 AWD,Gasoline,Car,Midsize Cars
24.886,32.86,318,3.5,2020,Lexus,LS 500h,Hybrid,Car,Midsize Cars
22.8307,30.6193,345,3.5,2020,Lexus,LS 500h AWD,Hybrid,Car,Midsize Cars
12.2894,16.4521,636,5.7,2020,Lexus,LX 570,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
22.4281,28.1661,358,2,2020,Lexus,NX 300,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
22.1679,27.8707,362,2,2020,Lexus,NX 300 AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.774,26.5333,374,2,2020,Lexus,NX 300 AWD F Sport,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
32.9834,29.9824,285,2.5,2020,Lexus,NX 300h AWD,Hybrid,SUV/Van,Small Sport Utility Vehicle 4WD
16.3887,24.4289,459,5,2020,Lexus,RC F,Gasoline,Small Car,Subcompact Cars
19.889,27.196,391,3.5,2020,Lexus,RX 350,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
19.2381,26.1286,405,3.5,2020,Lexus,RX 350 AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19.2932,26,407,3.5,2020,Lexus,RX 350 L,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
18,25,432,3.5,2020,Lexus,RX 350 L AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
31.2555,28.1106,297,3.5,2020,Lexus,RX 450h AWD,Hybrid,SUV/Van,Standard Sport Utility Vehicle 4WD
29,28.1106,305,3.5,2020,Lexus,RX 450h L AWD,Hybrid,SUV/Van,Standard Sport Utility Vehicle 4WD
17.1523,24.3654,451,3,2020,Lincoln,Aviator AWD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
18.0793,26.1934,424,3,2020,Lincoln,Aviator RWD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 2WD
21.1442,28.4821,372,2.3,2020,Lincoln,Corsair AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.824,29.4312,361,2,2020,Lincoln,Corsair FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
19.9603,28.7195,384,2,2020,Lincoln,MKZ AWD,Gasoline,Car,Midsize Cars
16.8538,25.6735,447,3,2020,Lincoln,MKZ AWD,Gasoline,Car,Midsize Cars
20.0948,30.8526,373,2,2020,Lincoln,MKZ FWD,Gasoline,Car,Midsize Cars
17.5986,27.1633,425,3,2020,Lincoln,MKZ FWD,Gasoline,Car,Midsize Cars
42,39,217,2,2020,Lincoln,MKZ Hybrid FWD,Hybrid,Car,Midsize Cars
20,25,401,2,2020,Lincoln,Nautilus AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.7272,25.5308,417,2.7,2020,Lincoln,Nautilus AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.7291,26,384,2,2020,Lincoln,Nautilus FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
16.2346,23.7065,468,3.5,2020,Lotus,Evora,Gasoline,Small Car,Minicompact Cars
16.8596,24.4428,451,3.5,2020,Lotus,Evora,Gasoline,Small Car,Minicompact Cars
16.8703,25.9425,441,3.5,2020,Lotus,Evora GT,Gasoline,Small Car,Minicompact Cars
17.4295,23.8782,438,3.5,2020,Lotus,Evora GT,Gasoline,Small Car,Minicompact Cars
16.7042,23.9047,460,3,2020,Maserati,Ghibli,Gasoline,Car,Midsize Cars
16.7042,23.9047,460,3,2020,Maserati,Ghibli S,Gasoline,Car,Midsize Cars
15.9536,23.6408,474,3,2020,Maserati,Ghibli SQ4,Gasoline,Car,Midsize Cars
14.8182,21.1096,521,3,2020,Maserati,Levante,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
13.5947,18.2599,580,3.8,2020,Maserati,Levante GTS,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
14.8182,21.1096,521,3,2020,Maserati,Levante S,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
13.5947,18.2599,580,3.8,2020,Maserati,Levante Trofeo,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
14.666,21.7799,517,3.8,2020,Maserati,Quattroporte GTS,Gasoline,Car,Large Cars
16.7042,23.9047,460,3,2020,Maserati,Quattroporte S,Gasoline,Car,Large Cars
15.7274,22.9126,484,3,2020,Maserati,Quattroporte SQ4,Gasoline,Car,Large Cars
26.132,35.3879,299,2.5,2020,Mazda,3 4-Door 2WD,Gasoline,Car,Compact Cars
26.7185,35.8485,295,2.5,2020,Mazda,3 4-Door 2WD,Gasoline,Car,Compact Cars
25.3422,33.095,313,2.5,2020,Mazda,3 4-Door 4WD,Gasoline,Car,Compact Cars
25.4806,35.4845,303,2.5,2020,Mazda,3 5-Door 2WD,Gasoline,Car,Midsize Cars
26.431,35.2628,297,2.5,2020,Mazda,3 5-Door 2WD,Gasoline,Car,Midsize Cars
24,31.775,328,2.5,2020,Mazda,3 5-Door 4WD,Gasoline,Car,Midsize Cars
24.4382,35.2413,313,2,2020,Mercedes-Benz,A220,Gasoline,Small Car,Subcompact Cars
23.9483,33.5885,324,2,2020,Mercedes-Benz,A220 4matic,Gasoline,Small Car,Subcompact Cars
21.1067,27.1633,379,3,2020,Mercedes-Benz,AMG CLS53 4matic Plus,Hybrid,Car,Compact Cars
21.3224,28.3824,370,3,2020,Mercedes-Benz,AMG E53 4matic Plus,Hybrid,Car,Midsize Cars
20.3124,26.0636,394,3,2020,Mercedes-Benz,AMG E53 4matic Plus Convertible,Hybrid,Small Car,Subcompact Cars
20.7463,27.6137,381,3,2020,Mercedes-Benz,AMG E53 4matic Plus Coupe,Hybrid,Small Car,Subcompact Cars
19.0003,23.9706,425,3,2020,Mercedes-Benz,AMG GT 53 4matic Plus,Hybrid,Car,Compact Cars
15.1979,20.4361,519,4,2020,Mercedes-Benz,AMG GT 63 4matic Plus,Gasoline,Car,Compact Cars
15.1221,20.4361,521,4,2020,Mercedes-Benz,AMG GT 63 S 4matic Plus,Gasoline,Car,Compact Cars
15.4251,20.7732,506,4,2020,Mercedes-Benz,AMG GT C Coupe,Gasoline,TwoSeater,Two Seaters
14.8943,20.0305,525,4,2020,Mercedes-Benz,AMG GT C Roadster,Gasoline,TwoSeater,Two Seaters
15.8028,22.114,488,4,2020,Mercedes-Benz,AMG GT Coupe,Gasoline,TwoSeater,Two Seaters
14.8182,19.9628,526,4,2020,Mercedes-Benz,AMG GT R Coupe,Gasoline,TwoSeater,Two Seaters
14.8182,19.9628,526,4,2020,Mercedes-Benz,AMG GT R Roadster,Gasoline,TwoSeater,Two Seaters
15.8028,22.114,488,4,2020,Mercedes-Benz,AMG GT Roadster,Gasoline,TwoSeater,Two Seaters
24.0885,34.8146,315,2,2020,Mercedes-Benz,C300,Gasoline,Car,Compact Cars
22.5344,32.8455,338,2,2020,Mercedes-Benz,C300 4matic,Gasoline,Car,Compact Cars
20.6738,29.1143,374,2,2020,Mercedes-Benz,C300 4matic Convertible,Gasoline,Small Car,Subcompact Cars
21.3566,30.4435,360,2,2020,Mercedes-Benz,C300 4matic Coupe,Gasoline,Small Car,Subcompact Cars
20.9624,28.7324,373,2,2020,Mercedes-Benz,C300 Convertible,Gasoline,Small Car,Subcompact Cars
21.7524,31.0408,351,2,2020,Mercedes-Benz,C300 Coupe,Gasoline,Small Car,Subcompact Cars
24.5777,35.3021,310,2,2020,Mercedes-Benz,CLA250,Gasoline,Car,Compact Cars
23.3153,32.9095,329,2,2020,Mercedes-Benz,CLA250 4matic,Gasoline,Car,Compact Cars
23.8782,30.6012,334,3,2020,Mercedes-Benz,CLS450,Hybrid,Car,Compact Cars
23.1741,29.8444,343,3,2020,Mercedes-Benz,CLS450 4matic,Hybrid,Car,Compact Cars
22.8912,32.0405,336,2,2020,Mercedes-Benz,E350,Gasoline,Car,Midsize Cars
21.7524,30.3494,354,2,2020,Mercedes-Benz,E350 4matic,Gasoline,Car,Midsize Cars
19.8039,27.6779,392,3,2020,Mercedes-Benz,E450 4matic,Gasoline,Car,Midsize Cars
19.0736,26.4527,408,3,2020,Mercedes-Benz,E450 4matic (station wagon),Gasoline,Wagon,Midsize Station Wagons
19.1468,26.2583,408,3,2020,Mercedes-Benz,E450 4matic Convertible,Gasoline,Small Car,Subcompact Cars
19.0003,26.3879,409,3,2020,Mercedes-Benz,E450 4matic Coupe,Gasoline,Small Car,Subcompact Cars
19.8767,27.4208,393,3,2020,Mercedes-Benz,E450 Convertible,Gasoline,Small Car,Subcompact Cars
19.8767,28.1906,388,3,2020,Mercedes-Benz,E450 Coupe,Gasoline,Small Car,Subcompact Cars
24.2285,34.2642,316,2,2020,Mercedes-Benz,GLA250,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
23.1035,31.2288,340,2,2020,Mercedes-Benz,GLA250 4matic,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.5376,28.7015,366,2,2020,Mercedes-Benz,GLC300,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
20.9627,27.6779,377,2,2020,Mercedes-Benz,GLC300 4matic,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.2505,27.6779,374,2,2020,Mercedes-Benz,GLC300 4matic Coupe,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19.7311,26.9053,397,2,2020,Mercedes-Benz,GLE350,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19.4394,26.3879,404,2,2020,Mercedes-Benz,GLE350 4matic,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19.4394,23.6408,422,3,2020,Mercedes-Benz,GLE450 4matic,Hybrid,SUV/Van,Standard Sport Utility Vehicle 4WD
19.2932,22.7134,429,3,2020,Mercedes-Benz,GLS450 4matic,Hybrid,SUV/Van,Standard Sport Utility Vehicle 4WD
18.7066,27.9345,403,3,2020,Mercedes-Benz,S450,Gasoline,Car,Large Cars
18.4122,27.8062,408,3,2020,Mercedes-Benz,S450 4matic,Gasoline,Car,Large Cars
19.5124,27.6779,395,3,2020,Mercedes-Benz,SL450,Gasoline,TwoSeater,Two Seaters
17.45,25.3476,435,4.7,2020,Mercedes-Benz,SL550,Gasoline,TwoSeater,Two Seaters
28.1096,36,281,1.5,2020,MINI,Cooper Convertible,Gasoline,Small Car,Minicompact Cars
26.051,32.9808,307,1.5,2020,MINI,Cooper Countryman,Gasoline,Car,Midsize Cars
24.0603,32.9212,322,1.5,2020,MINI,Cooper Countryman All4,Gasoline,Car,Midsize Cars
28.1096,36,281,1.5,2020,MINI,Cooper Hardtop 2 door,Gasoline,Small Car,Subcompact Cars
28.1096,36,281,1.5,2020,MINI,Cooper Hardtop 4 door,Gasoline,Small Car,Subcompact Cars
25.8656,34.138,304,2,2020,MINI,Cooper S Clubman,Gasoline,Car,Midsize Cars
23.1386,31.8632,333,2,2020,MINI,Cooper S Clubman All4,Gasoline,Car,Midsize Cars
25.8656,34.138,304,2,2020,MINI,Cooper S Convertible,Gasoline,Small Car,Minicompact Cars
24.3683,32.6618,321,2,2020,MINI,Cooper S Countryman,Gasoline,Car,Midsize Cars
22.6786,31.1662,341,2,2020,MINI,Cooper S Countryman All4,Gasoline,Car,Midsize Cars
26.3296,35.4962,297,2,2020,MINI,Cooper S Hardtop 2 door,Gasoline,Small Car,Subcompact Cars
26.3296,35.4962,297,2,2020,MINI,Cooper S Hardtop 4 door,Gasoline,Small Car,Subcompact Cars
23,30.2233,343,2,2020,MINI,JCW Countryman All4,Gasoline,Car,Midsize Cars
23.1741,30.8526,339,2,2020,MINI,John Cooper Works Clubman All4,Gasoline,Car,Midsize Cars
25.1342,33.1568,313,2,2020,MINI,John Cooper Works Convertible,Gasoline,Small Car,Minicompact Cars
25.6879,34.1416,305,2,2020,MINI,John Cooper Works Hardtop,Gasoline,Small Car,Subcompact Cars
25,27.9039,338,1.5,2020,Mitsubishi,Eclipse Cross 2WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
24.5536,26.383,347,1.5,2020,Mitsubishi,Eclipse Cross 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
26.2251,29,327,1.5,2020,Mitsubishi,Eclipse Cross ES 2WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
25.0375,27.6604,337,1.5,2020,Mitsubishi,Eclipse Cross ES 4WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
25.1319,30,326,2.4,2020,Mitsubishi,Outlander 2WD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
